input_id,input_file,prompt,model,timestamp,finish_reason,response
4562cc5c-22fb-4f31-8e80-6e2a943cd0e7,1897-98aCLEAN,basic,o3-mini-2025-01-31,1745355506,stop,Leser des „[Kapital]“ werden sich der Bemerkungen von Marx über diesen Gegenstand erinnern.
978f3916-3f95-450f-8e8f-ac6219eef446,1897-98aCLEAN,basic,o3-mini-2025-01-31,1745355512,stop,"Sie erklären die Thatsache, daß Lassalle, unbeschadet der juristischen und philosophischen Form, in welche er oft nur erst den ökonomischen Inhalt zu schlagen wußte, Kommunist im Sinne des [kommunistischen Eanifests] gewesen ist, für eine bös¬ willige Erfindung der Marxisten und machen Lassalle zu einem Bundesbruder von Rodbertus."
19922feb-0510-44ca-9f32-8e1ca1f57959,1897-98aCLEAN,basic,o3-mini-2025-01-31,1745355528,stop,"Lassalle konnte im Jahre 1859 nicht noch von Marx lernen, was er schon im Jahre 1853 von Rodbertus gelernt hatte. Daß in rift, die Marx 1859 zur [Kritik der politischen Oekonomie] veröffentlichte, der Schr nichts mehr und nichts anderes stehen soll, als was Rodbertus in seinen Sozialen Briefen gesagt hatte, gehört zu den berauschenden Entdeckungen des Herrn Andler, die der Leser so beiläufig mit auf den Weg bekommt."
e0a9c18f-682d-4871-bfc1-1cccf25568fd,1897-98aCLEAN,basic,o3-mini-2025-01-31,1745355550,stop,"Weil ich dies — im Einklang mit dem [Kommunistischen manifest] — für meine Pflicht hielt und dem zäsaristischen Polizeisozialismus der Herren Bismarck, Wagener, Schweitzer und Kompagnie entgegentrat, wurde ich 1865 aus Preußen aus¬gewiesen; und ich war in der Partei einer der ersten, der bei Stichwahlen zwischen Oppositions= und Regierungskandidaten die Stimmabgabe für jene befürwortete."
e8940409-3cc0-48c3-9312-d9c7d96d81aa,1897-98aCLEAN,basic,o3-mini-2025-01-31,1745355558,stop,"Nach dieser Seite hin war an dem kommunistischen manifest nur die klassische Form neu; seine epochemachende Bedeutung erhielt es durch das Verständniß, womit es die Elite der europäischen Arbeiterklasse ergr Was Engels über die Entstehungsgeschichte des kommunistischen manifestes zu sagen hatte, ist in weit verbreiteten Schriften enthalten; wenig bekannt oder 1807-98. I. Bb. Die Neue Zeit.  Maje. so gut wie unbekannt ist dagegen eine entsprechende Darstellung von Marx, die sich in seiner [Streitschrift gegen Vogt] findet und am fünfzigjährigen Gedenktage des manifestes wohl abgedruckt zu werden verdient"
f04a6909-e3fd-4460-b053-a6801821c632,1897-98aCLEAN,basic,o3-mini-2025-01-31,1745355589,stop,"Und nun gestattet ihnen Marx selbst — sie müssen offenbar sehr erstaunen, wenn sie die Stelle im [„Kapital“] lesen, und sich im tiefsten Grunde ihres Herzens blamirt fühlen, daß sie bisher viel marxistischer waren, als Marx selbst, der offenbar auch nach 1848 noch einiges beobachtete und dachte — von diesem Parteidogma abzuweichen“, und so seiten¬ lang weiter."
96c8c9d2-0f9f-43e0-951d-94d083d40705,1897-98aCLEAN,basic,o3-mini-2025-01-31,1745355599,stop,"Man merkt jetzt, weshalb Herr Platter aus allen möglichen Schriften von Marx, vom [Kommunistischen manifest] bis zum dritten Bande des „[Kapital]“, alle mög¬lichen Zitate herauschleppt, aber um die Literatur der Internationalen in weitem Bogen herumgeht. Auch nicht mit einem Sterbenswörtchen erfahren die Leser seines Buches, daß es eine solche Literatur giebt."
4e56aacb-f4d4-41a4-b950-be24404612e3,1897-98aCLEAN,basic,o3-mini,,prompt_content_filter,
b730e110-9733-4a4b-a4f4-dcc029c98f7f,1899-00a,basic,o3-mini-2025-01-31,1745355619,stop,"Neben einer gutet spanischen Ausgabe des ersten Bandes von Marx' [„Kapital“], über¬ setzt vom argentinischen Genossen B. Justo, besitzen die spanischen Sozialisten eine Uebersetzung der Devilleschen Bearbeitung des [„Kapital“], ferner Uebersetzungen,"
3d8ed18c-347f-473a-89d4-382c8f1ce95a,1899-00a,basic,o3-mini-2025-01-31,1745355626,stop,"Wahlvermandte Seelen. In Nr. 1, S. 30 des laufenden Jahrgangs der „Neuen Zeit"" brachten wir als humoristischen Beitrag die Ankündigung, daß nun endlich, nachdem mehr als fünfzig Jahre seit dem Erscheinen des [„Kommunistischen Manifests""] verflossen sind, ein spürfinniges Menschenkind, Herr Dr. Ferdinand Gold¬ stein, in Gibbons „Geschichte des Niedergangs und Falles des römischen Kaiser¬ reichs"" die geheime Quelle entdeckt hat, aus der Marx und Engels ihre im Mantfest¬ niedergelegten Gedanken über den Verlauf der wirthschaftlichen Entwicklung der kapi¬ talistischen Produktionsweise bezogen haben"
a3d2b5db-ddc4-426c-b26d-b92cebabbf52,1899-00a,basic,o3-mini-2025-01-31,1745355641,stop,"Man lese Gibbons monumentales Werk über den „Niedergang und Fall des römischen Reiches"", und man wird finden, woher jene historischen Reminiszenzen stammen, die im [„Kommunistischen Manifest“] als Prophezeiung in die Zukunft, projizirt werden."
92302b85-f9c2-41c3-ae90-794544ca3c60,1899-00a,basic,o3-mini-2025-01-31,1745355650,stop,"Schmidt läßt darüber nicht den geringsten Zweifel. Ausdrücklich erklärt er zur Vervollständigung der im [Kapital] niedergelegten, Theorie eine schärfere Durcharbeitung des Werthgesetzes für geboten, da dasselbe, nach den Entwicklungen des dritten Bandes über Preis und Profitrate, in seiner, von Marx im ersten Bande entwickelten Form nur als Hypothese gelten könne."
e7d6a412-0dea-4a40-b4f7-a7927a5b760f,1899-00a,basic,o3-mini-2025-01-31,1745355658,stop,"Der dritte Band des [„Kapital“] hat manche, Sätze bestätigt, die in der im „To-Day“ ausgefochtenen Polemik zwischen Anhängern der Jevonsschen und solchen der Marxschen Werththeorie von den Ersteren ihren Widersachern, entgegengehalten wurden."
28b5ea90-efd2-472c-9c54-f309b1944c6d,1899-00a,basic,o3-mini-2025-01-31,1745355670,stop,"Hinsichtlich dieses Punktes hat dagegen Marx im [„Kapital""], zweite und folgende Auflage, auf Grund der Angaben eines Lancashirer, Fabrikanten aus dem Jahre 1871 ein Beispiel vorgeführt."
06165224-9d83-4214-8891-e5326171208a,1899-00a,basic,o3-mini-2025-01-31,1745355676,stop,"Trotz der größen Anzahl von Schriften, die er anführt, hat er keine Ahnung von dem, was Marx im ersten Bande des [Kapitals] Grundlegendes zu diesen Fragen beigetragen hat."
c1cbe266-5f5a-42ed-8f2f-e7787b0613cb,1899-00a,basic,o3-mini-2025-01-31,1745355689,stop,"Ungefähr zu jener Zeit studirte der russische Philosoph das berühmte [„Kapital""], welches bekanntlich die offizielle Wissenschaft aller Länder todtzuschweigen suchte. Lawroff anerkannte die Richtigkeit der soziologischen Theorien von Marx, einige¬ Einschränkungen oder, wie er selbst sagte, „Interpretationen“ derselben voraus¬ gesetzt"
06ec890f-18ef-4ed9-a808-ebb30a3d30b2,1899-00a,basic,o3-mini-2025-01-31,1745355703,stop,"Nach Marx' Tode¬ schenkte Engels Lawroff die russischen Bücher, hauptsächlich offizielle Statistiken, aus der Bibliothek des Verfassers vom „[Kapital]“, welche mit bald heiter¬ spöttischen, bald entrüsteten Anmerkungen ihres ersten Besitzers versehen sind. cistenz."
f4014c6d-838d-430b-9c6a-e55ca9394d4d,1900-01a,basic,gpt-4o-mini-2024-07-18,1745355710,stop,"Wie alles, was wir von Marx aus jener Zeit besitzen, wie auch das [„Kommunistische Manifest""], zeigt seine Rede über den Freihandel nur die gewaltigen äußeren Umrisse des Gebäudes, der innere Aufbau fehlt noch. Engels konnte sich 1888 schon auf die zwei ersten Bände des [„Kapital""] und noch vieles Andere stützen, doch fehlte der dritte Band mit seinen wichtigen Untersuchungen über die Profitbildung, die Grundrente und den Preis, die für die Lehre von der Konkurrenz und damit auch für die Beurtheilung der Handelspolitik unentbehrlich sind."
8e04f865-e494-4fd7-8006-b07429bfb5c2,1900-01a,basic,gpt-4o-mini-2024-07-18,1745355713,stop,"Sie hatten schon im [„Kommunistischen Manifest""] erklürt, daß die Arbetterklasse unweigerlich die Bourgevisie, zu unterstützen habe, sobald und soweit diese ernsthaft mit dem Absolutismus und dem Feudalismus anbinde, und sie hatten nach diesem Grundsatz währende der Revolutionsjahre gehandelt, aber sie meinten, daß man die absolutistisch-feudale Reaktion nicht wirkungsloser bekämpfen könne als unter der Finte eines allgemeinen Harmoniedusels zwischen Bourgepisie und Proletariat."
13683c5e-ba6c-4151-92ea-a5c77504dcf3,1900-01a,basic,gpt-4o-mini-2024-07-18,1745355716,stop,"Nun, als Karl Marx sein [„Kapital“] schrieb, konnte er mit vollem Rechte annehmen, daß auch in der Landwirthschaft eine Konzentration der Betriebe stattfinden werde; er mußte das sogar annehmen, weil zu jener Zeit eine Konzentration der Betriebe thatsächlich stattfand und statt¬ gefunden hatte."
8e9be38a-bba7-4518-bfbd-052d23ce9232,1900-01a,basic,gpt-4o-mini-2024-07-18,1745355718,stop,"Im ersten Bande des „Kapital"" [„Kapital"", Band I] macht Marx im Anschluß an Robert Owen gelegentlich die bedeutsame Bemerkung, daß die Erzlehung in der künftigen Gesell¬schaft für alle Kinder, die ein gewisses Alter überschritten haben, produktive Arbeit mit Unterricht und Gymnastik verbinden werde, nicht nur als eine Methode zur Steigerung der gesellschaftlichen Produktion, sondern als die einzige Methode zur Produktion vollständig entwickelter Menschen."
5ee6fd88-805d-4476-b0d7-9d84c0f33fdc,1900-01a,basic,gpt-4o-mini-2024-07-18,1745355721,stop,"Daß es so kommen würde mit der immer stärkeren Entwicklung der kapita¬ listischen Produktionsweise, steht schon im [Kommunistischen Manifest] geschrieben, und den deutschen Arbeitern ist es durch hundertfältige Erfahrungen längst in Fleisch und Blut übergegangen, daß die Regierung heutzutage nur der [Kommissar] unterdrückenden Klassen ist."
286ec3e3-8b8b-4a2c-ac25-dc3413e881e7,1900-01a,basic,gpt-4o-mini-2024-07-18,1745355723,stop,Das kommunistische Manifest [Das Kommunistische Manifest] entwickelt eine Reihe von Uebergangsmaßregelne für die Zeit der sozialen Revolution.
f50c3a30-897f-48c2-8e2c-393ecf5f8d35,1900-01a,basic,gpt-4o-mini-2024-07-18,1745355724,stop,"Es ist fast gar nichts Bedeutendes, kein [Kapital], von [Karl Marx], kein Buckle oder etwas Ähnliches, kein Byron oder Mickiewicz, in den Jargon übersetzt, die Jargonliteratur hat auch wenig Tiefes an originalen Arbeiten hervorgebracht."
becc5598-a71f-44e8-93a9-8cd78e2834d4,1900-01a,basic,gpt-4o-mini-2024-07-18,1745355726,stop,"Die Grundlage der neuen Bewegung war das [Kommunistische Manifest] von 1847, das nicht erst von Isegrim aus dem Schutte von Zeiten ausgegraben worden, und [Diejenigen], die ihr das geistige Gepräge gaben, die [Lassalle], [Marx], [Engels], [Liebknecht], waren gerade in der Schule der vierziger Jahre groß geworden."
af6a713a-d125-4c09-9b2e-e1e3ae51f69f,1900-01a,basic,gpt-4o-mini-2024-07-18,1745355728,stop,"Durch saubere Ausftattung zeichnet, sich vor Allem die Bibliothéque Socialiste aus; warum aber gerade mit der hier¬ angezeigten Schrift die Sammlung eröffnet werden mußte, ist dem Referenten nicht ganz klar; andere seildem schon erschienene Bände, wie Vanderveldes „Collectivisme“ [„Kollektivismus“], oder angekündigte, wie das Kommunistische Manifest [„Das Kommunistische Manifest“] oder die „Französischen Arbeiter¬ und Sozialistenkongresse“ [„Die Französischen Arbeiter- und Sozialistenkongresse“], hätten der Sammlung mehr den sozialistischen Stempel auf¬ gedrückt."
1309eb17-2838-4dd0-b3d2-5d84b7cbd9b6,1897-98aCLEAN,basic,gpt-4o-mini-2024-07-18,1745355730,stop,"Obgleich Marx bereits in seiner Streitschrift gegen Prondhon [„Zur Kritik der politischen Ökonomie“] das Verhältniß klargestellt hatte, so hat doch noch Lassalle vom „vierten Stande“ gesprochen, so ist dieser Ausdruck auch noch auf dem Kongreß der Internationalen gebraucht worden, so betitelte Rudolf Meyer seine Schilderung des proletarischen Klassenkampfs als den „Emanzipationskampf des vierten Standes""."
4562cc5c-22fb-4f31-8e80-6e2a943cd0e7,1897-98aCLEAN,basic,gpt-4o-mini-2024-07-18,1745355733,stop,Leser des „Kapital“ [„Das Kapital“] werden sich der Bemerkungen von Marx über diesen Gegenstand erinnern.
978f3916-3f95-450f-8e8f-ac6219eef446,1897-98aCLEAN,basic,gpt-4o-mini-2024-07-18,1745355734,stop,"Sie erklären die Thatsache, daß Lassalle, unbeschadet der juristischen und philosophischen Form, in welche er oft nur erst den ökonomischen Inhalt zu schlagen wußte, Kommunist im Sinne des [kommunistischen Manifests] gewesen ist, für eine böswillige Erfindung der Marxisten und machen Lassalle zu einem Bundesbruder von Rodbertus."
19922feb-0510-44ca-9f32-8e1ca1f57959,1897-98aCLEAN,basic,gpt-4o-mini-2024-07-18,1745355736,stop,"Lassalle konnte im Jahre 1859 nicht noch von Marx lernen, was er schon im Jahre 1853 von Rodbertus gelernt hatte. Daß in [Kritik der politischen Ökonomie] [1], die Marx 1859 zur [Kritik der politischen Ökonomie] [2] veröffentlichte, der Schr nichts mehr und nichts anderes stehen soll, als was Rodbertus in seinen [Sozialen Briefen] gesagt hatte, gehört zu den berauschenden Entdeckungen des Herrn Andler, die der Leser so beiläufig mit auf den Weg bekommt. 

[1]: Title reference for ""Kritik der politischen Ökonomie"" (Critique of Political Economy).
[2]: Title reference for ""Kritik der politischen Ökonomie"" (Critique of Political Economy)."
e0a9c18f-682d-4871-bfc1-1cccf25568fd,1897-98aCLEAN,basic,gpt-4o-mini-2024-07-18,1745355739,stop,"Weil ich dies — im Einklang mit dem [Kommunistischen Manifest] — für meine Pflicht hielt und dem zäsaristischen Polizeisozialismus der Herren Bismarck, Wagener, Schweitzer und Kompagnie entgegentrat, wurde ich 1865 aus Preußen ausgewiesen; und ich war in der Partei einer der ersten, der bei Stichwahlen zwischen Oppositions- und Regierungskandidaten die Stimmabgabe für jene befürwortete."
e8940409-3cc0-48c3-9312-d9c7d96d81aa,1897-98aCLEAN,basic,gpt-4o-mini-2024-07-18,1745355741,stop,"Nach dieser Seite hin war an dem [kommunistischen Manifest] nur die klassische Form neu; seine epochemachende Bedeutung erhielt es durch das Verständniß, womit es die Elite der europäischen Arbeiterklasse ergr Was Engels über die Entstehungsgeschichte des [kommunistischen Manifestes] zu sagen hatte, ist in weit verbreiteten Schriften enthalten; wenig bekannt oder 1807-98. I. Bb. Die Neue Zeit. Maje. so gut wie unbekannt ist dagegen eine entsprechende Darstellung von [Marx], die sich in seiner Streitschrift gegen [Vogt] findet und am fünfzigjährigen Gedenktage des [Manifestes] wohl abgedruckt zu werden verdient."
f04a6909-e3fd-4460-b053-a6801821c632,1897-98aCLEAN,basic,gpt-4o-mini-2024-07-18,1745355745,stop,"Und nun gestattet ihnen Marx selbst — sie müssen offenbar sehr erstaunen, wenn sie die Stelle im [„Kapital“] lesen, und sich im tiefsten Grunde ihres Herzens blamirt fühlen, daß sie bisher viel marxistischer waren, als Marx selbst, der offenbar auch nach 1848 noch einiges beobachtete und dachte — von diesem Parteidogma abzuweichen“, und so seiten¬ lang weiter."
96c8c9d2-0f9f-43e0-951d-94d083d40705,1897-98aCLEAN,basic,gpt-4o-mini-2024-07-18,1745355748,stop,"Man merkt jetzt, weshalb Herr Platter aus allen möglichen Schriften von Marx, vom [Kommunistischen Manifest] bis zum [dritten Bande des „Kapital“], alle mög¬ lichen Zitate herauschleppt, aber um die Literatur der Internationalen in weitem Bogen herumgeht. Auch nicht mit einem Sterbenswörtchen erfahren die Leser seines Buches, daß es eine solche Literatur giebt."
4e56aacb-f4d4-41a4-b950-be24404612e3,1897-98aCLEAN,basic,gpt-4o-mini,,prompt_content_filter,
b730e110-9733-4a4b-a4f4-dcc029c98f7f,1899-00a,basic,gpt-4o-mini-2024-07-18,1745355755,stop,"Neben einer gutet spanischen Ausgabe des ersten Bandes von Marx' [„Kapital“], über¬ setzt vom argentinischen Genossen B. Justo, besitzen die spanischen Sozialisten eine Uebersetzung der Devilleschen Bearbeitung des [„Kapital“], ferner Uebersetzungen,"
3d8ed18c-347f-473a-89d4-382c8f1ce95a,1899-00a,basic,gpt-4o-mini-2024-07-18,1745355757,stop,"Wahlvermandte Seelen. In Nr. 1, S. 30 des laufenden Jahrgangs der „Neuen Zeit"" brachten wir als humoristischen Beitrag die Ankündigung, daß nun endlich, nachdem mehr als fünfzig Jahre seit dem Erscheinen des „Kommunistischen Manifests"" [„Kommunistisches Manifest""] verflossen sind, ein spürfinniges Menschenkind, Herr Dr. Ferdinand Gold¬ stein, in Gibbons „Geschichte des Niedergangs und Falles des römischen Kaiser¬ reichs"" [„Geschichte des Niedergangs und Falles des römischen Kaiserreichs""] die geheime Quelle entdeckt hat, aus der Marx und Engels ihre im Mantfest¬ niedergelegten Gedanken über den Verlauf der wirthschaftlichen Entwicklung der kapi¬ talistischen Produktionsweise bezogen haben."
a3d2b5db-ddc4-426c-b26d-b92cebabbf52,1899-00a,basic,gpt-4o-mini-2024-07-18,1745355760,stop,"Man lese Gibbons monumentales Werk über den „Niedergang und Fall des römischen Reiches"", und man wird finden, woher jene historischen Reminiszenzen stammen, die im „Kommunistischen Manifest“ [„Kommunistisches Manifest“] als Prophezeiung in die Zukunft, projizirt werden."
92302b85-f9c2-41c3-ae90-794544ca3c60,1899-00a,basic,gpt-4o-mini-2024-07-18,1745355762,stop,"Schmidt läßt darüber nicht den geringsten Zweifel. Ausdrücklich erklärt er zur Vervollständigung der im „Kapital“ [Das Kapital] niedergelegten, Theorie eine schärfere Durcharbeitung des Werthgesetzes für geboten, da dasselbe, nach den Entwicklungen des dritten Bandes über Preis und Profitrate, in seiner, von Marx im ersten Bande entwickelten Form nur als Hypothese gelten könne."
e7d6a412-0dea-4a40-b4f7-a7927a5b760f,1899-00a,basic,gpt-4o-mini-2024-07-18,1745355767,stop,"Der dritte Band des „Kapital“ [„Kapital“] hat manche, Sätze bestätigt, die in der im „To-Day“ ausgefochtenen Polemik zwischen Anhängern der Jevonsschen und solchen der Marxschen Werththeorie von den Ersteren ihren Widersachern, entgegengehalten wurden."
28b5ea90-efd2-472c-9c54-f309b1944c6d,1899-00a,basic,gpt-4o-mini-2024-07-18,1745355769,stop,"Hinsichtlich dieses Punktes hat dagegen Marx im „Kapital"" [Das Kapital] zweite und folgende Auflage, auf Grund der Angaben eines Lancashirer, Fabrikanten aus dem Jahre 1871 ein Beispiel vorgeführt."
06165224-9d83-4214-8891-e5326171208a,1899-00a,basic,gpt-4o-mini-2024-07-18,1745355771,stop,"Trotz der größen Anzahl von Schriften, die er anführt, hat er keine Ahnung von dem, was Marx im ersten Bande des „Kapitals"" [„Das Kapital""] Grundlegendes zu diesen Fragen beigetragen hat."
c1cbe266-5f5a-42ed-8f2f-e7787b0613cb,1899-00a,basic,gpt-4o-mini-2024-07-18,1745355773,stop,"Ungefähr zu jener Zeit studirte der russische Philosoph das berühmte „Kapital"" [„Das Kapital”], welches bekanntlich die offizielle Wissenschaft aller Länder todtzuschweigen suchte. Lawroff anerkannte die Richtigkeit der soziologischen Theorien von Marx, einige Einschränkungen oder, wie er selbst sagte, „Interpretationen“ derselben vorausgesetzt."
06ec890f-18ef-4ed9-a808-ebb30a3d30b2,1899-00a,basic,gpt-4o-mini-2024-07-18,1745355776,stop,"Nach Marx' Tode schenkte Engels Lawroff die russischen Bücher, hauptsächlich offizielle Statistiken, aus der Bibliothek des Verfassers vom [„Kapital“], welche mit bald heiter-spöttischen, bald entrüsteten Anmerkungen ihres ersten Besitzers versehen sind."
f4014c6d-838d-430b-9c6a-e55ca9394d4d,1900-01a,basic,gpt-4o-2024-05-13,1745355779,stop,"Wie alles, was wir von Marx aus jener Zeit besitzen, wie auch das [„Kommunistische Manifest""], zeigt seine Rede über den Freihandel nur die gewaltigen äußeren Umrisse des Gebäudes, der innere Aufbau fehlt noch. Engels konnte sich 1888 schon auf die zwei ersten Bände des [„Kapital""] und noch vieles Andere stützen, doch fehlte der dritte Band mit seinen wichtigen Untersuchungen über die Profitbildung, die Grundrente und den Preis, die für die Lehre von der Konkurrenz und damit auch für die Beurteilung der Handelspolitik unentbehrlich sind."
8e04f865-e494-4fd7-8006-b07429bfb5c2,1900-01a,basic,gpt-4o-2024-05-13,1745355781,stop,"Sie hatten schon im „[Kommunistischen Manifest]“ erklürt, daß die Arbetterklasse unweigerlich die Bourgevisie, zu unterstützen habe, sobald und soweit diese ernsthaft mit dem Absolutismus und dem Feudalismus anbinde, und sie hatten nach diesem Grundsatz währende der Revolutionsjahre gehandelt, aber sie meinten, daß man die absolutistisch¬ feudale Reaktion nicht wirkungsloser bekämpfen könne als unter der Finte eines allgemeinen Harmoniedusels zwischen Bourgepisie und Proletariat."
13683c5e-ba6c-4151-92ea-a5c77504dcf3,1900-01a,basic,gpt-4o-2024-05-13,1745355783,stop,"Nun, als Karl Marx sein [„Kapital“] schrieb, konnte er mit vollem Rechte annehmen, daß auch in der Landwirthschaft eine Konzentration der Betriebe stattfinden werde; er mußte das sogar annehmen, weil zu jener Zeit eine Konzentration der Betriebe thatsächlich stattfand und statt¬ gefunden hatte."
8e9be38a-bba7-4518-bfbd-052d23ce9232,1900-01a,basic,gpt-4o-2024-05-13,1745355786,stop,"Im ersten Bande des [„Kapital""] macht Marx im Anschluß an Robert Owen gelegentlich die bedeutsame Bemerkung, daß die Erzlehung in der künftigen Gesellschaft für alle Kinder, die ein gewisses Alter überschritten haben, produktive Arbeit mit Unterricht und Gymnastik verbinden werde, nicht nur als eine Methode zur Steigerung der gesellschaftlichen Produktion, sondern als die einzige Methode zur Produktion vollständig entwickelter Menschen."
5ee6fd88-805d-4476-b0d7-9d84c0f33fdc,1900-01a,basic,gpt-4o-2024-05-13,1745355787,stop,"Daß es so kommen würde mit der immer stärkeren Entwicklung der kapitalistischen Produktionsweise, steht schon im [Kommunistischen Manifest] geschrieben, und den deutschen Arbeitern ist es durch hundertfältige Erfahrungen längst in Fleisch und Blut übergegangen, daß die Regierung heutzutage nur der Kommis der unterdrückenden Klassen ist."
286ec3e3-8b8b-4a2c-ac25-dc3413e881e7,1900-01a,basic,gpt-4o-2024-05-13,1745355789,stop,Das [Kommunistische Manifest] entwickelt eine Reihe von Uebergangsmaßregelne für die Zeit der sozialen Revolution.
f50c3a30-897f-48c2-8e2c-393ecf5f8d35,1900-01a,basic,gpt-4o-2024-05-13,1745355790,stop,"Es ist fast gar nichts Bedeutendes, kein [Kapital], von Karl Marx, kein Buckle oder etwas Aehnliches, kein Byron oder Mickiewicz, in den Jargon übersetzt, die Jargonliteratur hat auch wenig Tiefes an originalen Arbeiten hervorgebracht."
becc5598-a71f-44e8-93a9-8cd78e2834d4,1900-01a,basic,gpt-4o-2024-05-13,1745355791,stop,"Die Grundlage der neuen Bewegung war das [Kommunistische Manifest] von 1847, das nicht erst von Isegrim aus dem Schutte von Zeiten ausgegraben worden, und Diejenigen, die ihr das geistige Gepräge gaben, die Lassalle, Marx, Engels, Liebknecht, waren gerade in der Schule der vierziger Jahre groß geworden."
