"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"286ec3e3-8b8b-4a2c-ac25-dc3413e881e7","1900-01a.txt","Das kommunistische Manifest entwickelt eine Reihe von Uebergangsmaßregelne für die Zeit der sozialen Revolution.","char-offset:645981","","","","","","","","","Manifest der Kommunistischen Partei|Title Reference","","",""
"195abe21-6aa2-4cb4-95c1-fdf110b3c112","1900-01a.txt","Ich bin ein großer Bewunderer der Kassischen thevretischen Ausführungen im Kommunistischen Manifest, aber über die praktischen Forderungen, die es für ein Uebergangsstadium stellt, habe ich sehr abweichende Ansichten. I","char-offset:839295","","","","","","","","","Manifest der Kommunistischen Partei|Title Reference","","",""
"6072c550-7181-4140-a2d2-b4762724ca75","1900-01a.txt","Auch rechneten die Verfaffer des Kommunistischen Manifests mit einer ausbrecheuden Revolution, die that¬ sächlich eintrat, und mit der Stellung der Arbeiterklasse in einer solchen gegen¬ über dem Bürgerthum.","char-offset:839886","","","","","","","","","Manifest der Kommunistischen Partei|Title Reference","","",""
"09c396c5-8f0f-4e8a-82c1-fe38a28911dc","1900-01a.txt","Ich wies auf die theoretisch unhaltbaren Forderungen hin, die das Kommunistische Manifest für das von ihm erwartete, revolutionäre Uebergangsstadium aufstellt, nicht, weil ich annahm, daß wir vor einem solchen Stadium ständen, sondern um zu zeigen, daß auch Marx und Engels für Ausnahmszustände nicht vor Forderungen zurückschreckten, die sie selbst als ökonomisch, unzüreichend bezeichneten.","char-offset:1094925","","","","","","","","","Manifest der Kommunistischen Partei|Title Reference","","",""
"ee5b4631-d30f-4a6d-ab2a-1c67c33fef60","1900-01a.txt","Die von mir vorgeschlagenen Maßregeln selbst sind nicht dem Kommunistischen Manifest entnommen, das vielmehr als erste seiner „despotischen Eingriffe in das Eigenthumsrecht und in die bürgerlichen Produktionsverhältnisse“ für das repolu¬ tionäre Uebergangsstadium gerade die Forderung der Berliner Resolution aufstellt: Expropriation des Grundeigenthums (also auch der Bergwerke).","char-offset:1095318","","","","","","","","","Manifest der Kommunistischen Partei","","",""
"6d016f0e-d94a-4763-b4af-32abed23f659","1900-01a.txt","Sie legt hohen Werth darauf, immer die Thatsache klargestellt zu haben, die schon im kommu¬ nistischen Manifest mit den Worten ausgesprochen worden ist, daß die moderne Staatsgewalt nur ein Ausschuß sei, der die Geschäfte der herrschenden Klasse zu verwalten habe. Sie ging ungern daran, als das Reichsamt des Innern sie wegen lumpiger zwölftausend Mark in Kontribution setzte, sie fand diesen An¬ spruch „etwas eigenthümlich"", aber sie weiß das Prinzip von dem einzelnen Falle un¬ zu unterscheiden","char-offset:1173106","","","","","","","","","Manifest der Kommunistischen Partei","","",""
"8ef70d6d-8f69-457c-89bb-173b5799cfae","1900-01a.txt","Wer es aber nicht weiß, der kann es in den Enthüllungen nachlesen, die Karl Marx über den Prozeß veröffentlicht hat. Der von Poschinger mitgetheilte Brief macht nun auch das von Marx registrirte Ge¬ rede klar, das unter dem preußischen Polizeigesindel umlief, das Gerede nämlich, die ganze Existenz der politischen Polizei hänge von dem Ausfall der Kommunisten¬ verfolgung ab. Diese Aussicht machte selbst Hinckeldey kirre, und da das „Probestück“ geliefert werden mußte, kofte es, was es wolle, so ließen es sich die Kölner Geschworenen selbst ihre Ehre kosten. Man kann nicht sagen, daß Marx in seinen Enthüllungen über den Kölner Kommunistenprozeß besonders glimpflich mit dem preußischen Staate umspringt, und er hatte auch wirklich keine Ursache dazu. Er sagt darin einmal: „Die Kommunisten können den Auflösungsprozeß der bürgerlichen Gesellschaft beschleunigen helfen und dennoch der bürgerlichen Gesellschaft die Auflösung des preußischen Staates überlassen. „Wessen direkter Zweck es wäre, den preußischen Staat zu stürzen, und wer zu diesem Behuf die Zertrümmerung der Gesellschaft als Mittel lehrte, der gliche jenem verrückten Ingenieur, der die Erde sprengen wollte, um einen Misthaufen aus dem Wege zu räumen.“ Aber auch Marx sah, sogar noch zwanzig Jahre später, die Triebfeder des Prozesses „in der wilden Jagd eines untergeordneten Polizetindividuums nach Amts- und Gehaltserhöhung“; bei aller „Verbissenheit"" die ihm seine bürgerlichen Gegner nachsagen, hat er nicht geahnt, daß hier eine königliche Haupt- und Staatsaktion inszenirt wurde.","char-offset:1294937","","","","","","","","","Non_Kapital","Enthüllungen über den Kommunistenprozess zu Köln","",""
"f50c3a30-897f-48c2-8e2c-393ecf5f8d35","1900-01a.txt","Es ist fast gar nichts Bedeutendes, kein Kapital, von Karl Marx, kein Buckle oder etwas Aehnliches, kein Byron oder Mickiewicz, in den Jargon übersetzt, die Jargonliteratur hat auch wenig Tiefes an originalen Arbeiten hervorgebracht.","char-offset:1352812","","","","","","","","","Kapital|Title Reference","","",""
"4256261d-02e1-4950-b534-56437076dd8d","1900-01a.txt","Er geht von folgender Annahme aus, die auch das quod erat demonstrandum sein wird: Wenn die Prophezeiungen von Marx bezüglich der Konzentration des Grundbesitzes heute noch nicht ihre sofortige und genaue Verwirklichung erfahren, wenn Marx' Versicherung, daß der agrarische Kapitalismus die menschliche Arbeit¬ und den Boden ausbeutet, heute nicht mehr wahr ist, so kommt das daher, daß zu Zeiten der neue agrikulturtechnische Apparat noch nicht vorhanden war, der Marx größere Einnahmen verschafft und dabei doch niemals den Boden erschöpft, weie li er ihm nachträglich oder schon vorher alles ersetzt, was er ihm in Produkten ent¬ zieht, so daß man heute wohl zugeben kann, daß der agrarische Kapitalismus ebenso¬ wie der industrielle Kapitalismus nur die menschliche Arbeit ausbeutet.","char-offset:1375449","","","","","","","","","Allusion","Allusion to Kapital","",""
"93e0008d-510d-48ae-903e-6aa9ecde2f1b","1900-01a.txt","Kurz, Jeder dient der Partei wie er kann, und es ist gerade diese Verschiedenheit der Initiativen, diese Mannigfaltigkeit der Bemühungen, die aus dem Vooruit zu Gent øder aus dem Maison du Peuple zu Brüssel wahre sozia¬ listische Eilande machen im weiten Ozean des Kapitalismus.","char-offset:1437795","","","","","","","","","Manifest der Kommunistischen Partei","Wahre Socialismus / Sozialismus: true socialism [Communist Manifesto]

","",""
"bb88c081-e645-44e8-8999-84f24eadf9ee","1900-01a.txt","So vollendet sich allmälig in allen Ländern jene Orgaui¬ sation der Arbeit, deren großartigen Umriß Engels und Marx 1847 entwarfen, als sie das Kommunistische Manifest veröffentlichten.","char-offset:1444351","","","","","","","","","Manifest der Kommunistischen Partei|Title Reference","","",""
"4faa75f5-ea16-4959-955f-b34864611ee2","1900-01a.txt","In unglaublich rascher Zeit wurde die bürgerliche Aeußerste Linke von jener Krankheit, befallen, die Marx als den „parlamentarischen Kretinismus"" bezeichnet hat.","char-offset:1539762","","","","","","","","","Non_Kapital","18th Brumaire ","",""
"161aa408-5a55-41b3-9166-1a22401a35e1","1900-01a.txt","T... hat mir einen hübschen Streich gespielt. Er hat aus meiner Ein¬ leitung zu den Artikeln von Marx über Frankreich von 1848 bis 1850 alles das entnommen, was ihm dazu dienen kann, die um jeden Preis friedliche und antigewaltthätige Taktik zu stützen, die zu predigen ihm seit etlicher Zeit beliebt, zumal in diesem Augenblick, wo man in Berlin Zwangsgesetze vorbereitet.","char-offset:1558102","","","","","","","","","Non_Kapital","","",""
"3b85e552-1ace-49d3-8491-1e83c227ef5c","1900-01a.txt","Diese Herren machen alle in Marxismus, aber von der Sorte, den Ihr in Frankreich vor zehn Jahren gekannt habt, und von dem Marx sagte: „Alles, was ich weiß, ist, daß ich nicht Marxist bin.""","char-offset:1560836","","","","","","","","","Non_Kapital","MEW 37 , S. 436","",""
"50aeb4fc-e03a-44bb-97fa-ccdad037a1ec","1900-01a.txt","Der Brief enthält wirklich nichts als die Be¬ stätigung eines Verhältnisses, das schon im Kommunistischen Manifest als der in der modernen bürgerlichen Gesellschaft normale Zustand erläutert worden ist, und insoweit möchte sich die sozialdemokratische Presse zwar nicht einer gewohnten, aber doch einer ungewöhnlichen Uebertreibung schuldig machen, wenn sie ein großes Wesen davon machen würde.","char-offset:1892755","","","","","","","","","Manifest der Kommunistischen Partei|Title Reference","","",""
"96d79aae-8b3b-4f8b-9525-9b28c51721c2","1900-01a.txt","Karl Marx nahm bekanntlich in seiner Brüsseler Rede über den Freihandel, am 9. Januar 1848 Stellung zur kapitalistischen Handelspolitik. Marx griff gerade an jenem Punkte ein, wo die Freihändler und Protektionisten einig¬ waren: ob Schutzzoll oder freie Konkurrenz, alles hatte zum ausgesprochenen Zwecke die Kapitalanhäufung; Marx zeigte aber, daß der kapitalistische Akkumu¬ lationsprozeß selbst, dem das alles diente, in sich gewaltige Gegensätze barg. Wo die Anderen nur einen Geist und eine Seele sahen, den Geist und die Seele¬ des profitbildenden Kapitals, deckte er einen durch Kreuz und Quer gehenden Widerstreit der Interessen des Industriellen, des Grundbesitzers, des Pächters, des kleinstädtischen Handwerkers, des Landarbeiters, des Fabrikarbeiters alf. Da¬ Parvus: Die Handelspolitik und die Doktrin. 583. es für Marx galt, die Heuchelei der englischen Manchestermänner, die den Arbeitern ein Eldorado des Freihandels aufschwatzen wollten, während sie in Wirklichkeit Lohnreduktionen planten, zu beleuchten, so erscheint seine Dar¬ legung, die in Wirklichkeit eine Kritik der kapitalistischen Handelspolitik überhaupt ist, als Kritik des Freihandels im Besondere","char-offset:2150900","","","","","","","","","Non_Kapital","","",""
"e06b03ae-e0e3-442f-8cc8-06e8e9442bee","1900-01a.txt","Er spricht es aber selbst mit aller Entschiedenheit aus, daß er, trotzdem der Freihandel schließlich nur den Interessen der kapitalistischen Ausbeutung dient, deshalb noch bei Weitem kein Anhänger des Schutzzolls sei, sondern für den Freihandel eintrete. „Man¬ kann den Konstitutionalismus bekämpfen, ohne deshalb Freund des Absolutismus, zu sein.""","char-offset:2152082","","","","","","","","","Non_Kapital","Rede ueber die Frage des Freihandels","",""
"e1cf3acb-99fb-4d0e-9dc1-9d857bc3ee5b","1900-01a.txt","„Wenn man in einem gewissen periodisch wiederkehrenden Zeitabschnitt, in jenem Kreislauf, den die Industrie beschreibt, indem sie nacheinander die Phasen¬ von Prosperität, Ueberproduktion, Stagnation, Krise durchläuft, alles zusammen¬ gerechnet, was die Arbeiterklasse über und unter dem Nothwendigen gehabt hat, so wird man sehen, daß sie im Ganzen weder mehr noch weniger als das Minimum gehabt hat: das heißt, die Arbeiterklasse wird als Klasse erhalten sein, nachdem sie so und so viel Elend, so und so viel Leiden durchgemacht, so und so viel Leichen auf dem Schlachtfeld der Industrie zurückgelassen hat. Aber was verschlägt das? Die Klasse besteht fort, und mehr als das, sie wird zugenommen, haben.","char-offset:2153051","","","","","","","","","Non_Kapital","|Rede ueber die Frage des Freihandels

","",""
"cfbd2968-de32-4a79-be8d-55a588da5805","1900-01a.txt","Schon in seiner Polemik gegen Proudhon 1846/47 tritt Marx mit aller Entschieden¬ heit für die Bestrebungen der Arbeiter, durch gewerkschaftlichen Kampf Lohn¬ erhöhungen zu erlangen, ein.","char-offset:2155182","","","","","","","","","Non_Kapital","Letters to Proudhon","",""
"c29d52dc-eed6-481b-afa1-817e37d3b4e8","1900-01a.txt","Engels zitirt Marx' „Kapital"" (ich vervollständige das Zitat): „Das Protektionsfystem war ein Kunstmittel, Fabri¬ kanten zu fabriztren, unabhängige Arbeiter zu expropriiren, die nationalen Pro¬ duktions- und Lebensmittel zu kapitalisiren, den Uebergang aus der alterthüm¬ lichen in die moderne Produktionsweise gewaltsam abzukürzen. Die europäischen Staaten rissen sich um das Patent dieser Erfindung, und einmal in den Dienst¬ das der Plusmacher eingetreten, brandschatzten sie zu jenem Behuf nicht nur eigene Volk indirekt durch Schutzzölle, direkt durch Exporiprämien u. s. w. In wie den abhängigen Nebenlanden wurde die Industrie gewaltsam ausgerodet zum Beispiel die irische Wollmanufaktur von England. Auf dem europäischen Das: Kontinent ward nach Colberts Vorgang der Prozeß noch sehr vereinfacht. dem ursprüngliche Kapital der Industriellen fließt hier zum Theil direkt aus¬ Staatsschatz. Warum — ruft Mirabeau — so weit die Ursache des Manufaktur¬ glanzes Sachsens vor dem siebenjährigen Kriege suchen? 180 Millionen Staats¬ schuldet.","char-offset:2156647","","","","","","","","","Kapital","MEGA (II/5, Seite 604-605). ","",""
"f4014c6d-838d-430b-9c6a-e55ca9394d4d","1900-01a.txt","Wie alles, was wir von Marx aus¬ jener Zeit besitzen, wie auch das „Kommunistische Manifest"", zeigt seine Rede¬ über den Freihandel nur die gewaltigen äußeren Umrisse des Gebäudes, der innere Aufbau fehlt noch. Engels konnte sich 1888 schon auf die zwei ersten Bände des „Kapital"" und noch vieles Andere stützen, doch fehlie der dritte, Band mit seinen wichtigen Untersuchungen über die Profitbildung, die Grund¬ rente und den Preis, die für die Lehre von der Konkurrenz und damit auch für die Beurtheilung der Handelspolitik unentbehrlich sind.","char-offset:2165751","","","","","","","","","Kapital|Manifest der Kommunistischen Partei|Title Reference","Reference also to non-Kapital werks","",""
"64a37a32-c17e-4c8f-bcd4-1a40661622fa","1900-01a.txt","obwohl schon in den vierziger Jahren fürchterliche Ergebnisse der „ursprünglichen Akkumulation“ des Kapitalismus von bürgerlichen Sozialpolitikern aufgedeckt waren, erst in der Mitte der siebziger Jahre auf¬ genommen.","char-offset:2292454","","","","","","","","","Kapital|Concept Reference","Ursprünglichen Akkumulation","",""
"a4129dab-1fb6-47e6-9fd8-d240204aa38e","1900-01a.txt","Marx schrieb in dem zitirten Artikel: „Je freier die Konkurrenz durch die Beseitigung aller Monopole (Zölle)... desto schneller unterjocht das Land des¬ Kapitalmonopols, England, die umliegenden Länder seiner Industrie. Hebt die Monopole der französischen, deutschen, italienischen Bourgeoisie auf,, und Deutsch¬ Wogen Raummangels wiederholt zurückgestellt. Die Redaktion. Die Neue Zeit. 664 land, Frankreich, Italien sinken herab zu Proletariern gegenüber der alles absor¬ birenden englischen Bourgeoisie.“","char-offset:2464969","","","","","","","","","Non_Kapital","Article in Rheinischer Zeitung ","",""
"becc5598-a71f-44e8-93a9-8cd78e2834d4","1900-01a.txt","Die Grundlage der neuen Bewegung war das Kommunistische Manifest¬ von 1847, das nicht erst von Isegrim aus dem Schutte von Zeiten ausgegraben. worden, und Diejenigen, die ihr das geistige Gepräge gaben, die Lassalle, Marx, Engels, Liebknecht, waren gerade in der Schule der vierziger Jahre groß, geworden.","char-offset:2471594","","","","","","","","","Manifest der Kommunistischen Partei|Title Reference","","",""
"9530e601-7894-4937-adff-890a1e1c6613","1900-01a.txt","Er hat offenbar die Schlußsätze aus dem Kommunistischen Manifest im Auge, wo es heißt: „In Deutschland kämpft die kommunistische Partei, sobald die Bourgeoisie, revolutionär auftritt, gemeinsam mit der Bourgeoisie gegen die absolute Mon¬ archie, das feudale Grundeigenthum und die Kleinbürgeret.... Mit einem Worte, Les deux Méthodes, S. 8.","char-offset:2526159","","","","","","","","","Manifest der Kommunistischen Partei","","",""
"52868a76-537b-4905-9bdb-9370b8e94d57","1900-01a.txt","Die Berufung Jaurés' auf das Kommunistische Manifest von Marx und Engels ist sømit ebenso unbegründet, wie seine Berufung auf die Erfahrungen, der deutschen Sozialdemokratie.","char-offset:2532112","","","","","","","","","Manifest der Kommunistischen Partei|Title Reference","","",""
"46bf78d1-555f-4fd0-9dc0-0f3290b01dcb","1900-01a.txt",": Philosophie des Karneval — Karneval der Philosophie, als ob¬ in der vorliegenden Studie Philosophie und Spekulation ihren buntesten Karneval, feierten — geradeso wie Karl Marx dem Prondhonschen Werke „Philosophie des Elends"" eine Schrift mit dem Titel „Elend der Philosophie“ entgegensetzte, oder wie¬ Chamisso sein bekanntes Permutations- oder Verwandlungsverslein machte","char-offset:2601221","","","","","","","","","Non_Kapital","","",""
"e4b95976-b24c-41a1-8303-481c304084f4","1900-01a.txt","Es ist von Marx im dritten Bande seines „Kapital"" gezeigt worden, wie mit der Kapitalakkumulation die Profit¬ rate sinken muß, weil das konstante Kapital immer größer wird im Vergleich¬ zu dem variablen, Mehrwerth bildenden Theile des Kapitals. Schon deshalb¬ muß der Gewinnsatz in den Ländern mit geringerer Kapitalakkumulation ein höherer sein: die Kapitalisten werden dort über schlechten Geschäftsgang klagen,","char-offset:2636408","","","","","","","","","Kapital Bd. III","","",""
"b4b3e5ff-9056-422e-975d-08c91e2def2e","1900-01a.txt","Der von uns bereits gewürdigte Artikel Isegrims über dieses Thema hat Ge¬ nossen H. Sch. (Hermann Schlüter?) veranlaßt, in der „New Yorker Volkszeitung. vom 3. März ds. Is. auf Aeußerungen von Marx hinzuweisen, die fast völlig ver¬ schollen sind. Bekannt ist die Rede, die Marx am 9. Januar 1848 im Demokratischen Verein¬ zu Brüssel über den Freihandel hielt. Ihre Uebersetzung ist der deutschen Ueber¬ setzung des „Elend der Philosophie“ angehängt. Eine andere Uebersetzung ist jedoch, schon lange vorher erschienen, nämlich noch im Jahre 1848 von Weydemeyer. Sie¬ führte den Titel: „Zwei Reden über die Freihandels- und Schutzzollfrage von Karl¬ Marx, aus dem Französischen übersetzt und mit einem Vorwort und erläuternden Anmerkungen versehen. Hamm 1848. Gedruckt in der Schulzischen Buchdruckerei.“","char-offset:2948837","","","","","","","","","Non_Kapital","","",""
"af6a713a-d125-4c09-9b2e-e1e3ae51f69f","1900-01a.txt","Durch saubere Ausftattung zeichnet, sich vor Allem die Bibliothéque Socialiste aus; warum aber gerade mit der hier¬ angezeigten Schrift die Sammlung eröffnet werden mußte, ist dem Referenten nicht ganz klar; andere seildem schon erschienene Bände, wie Vanderveldes „Collectivismef, oder angekündigte, wie das Kommuinistische Manifest oder die „Französischen Arbeiter¬ und Sozialistenkongresse“, hätten der Sammlung mehr den sozialistischen Stempel auf¬ gedrück","char-offset:2970143","","","","","","","","","Manifest der Kommunistischen Partei|Title Reference","","",""
