"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"63aa481a-5e9c-4398-88da-83447fd1d6cd","1896-97aCLEAN.txt","„Welches immer die spezifische Form. schreibt Marx, „alle Typen derselben haben das gemein, daß der Rente sei"", die Aneignung der Rente die ökonomische Form ist, worin sich das Grundelgenthum realisirt, und daß ihrerseits die Grundrente ein Grund¬ eigenthum, Eigenthum bestimmter Individuen an bestimmten Stücken des Erd¬ balls voraussetzt, sei es ... ein Verhältniß zum Boden, welches, wie bei Kolonisten und kleinbäuerlichen Grundbesitzern, bei der isolirten und nicht sozial entwickelten Arbeit eingeschlossen scheint in der Aneignung und Produktion der Produkte bestimmter Bodenstücke durch die unmittelbaren Produzenten“ („Kapital“, III, 2. Theil, S. 174).","char-offset:191681","","","","","","","","","Kapital Bd. III","","",""
"4e99f6c3-2797-4723-80e0-c62532063a80","1896-97aCLEAN.txt","Schließlich hätte Hyndman unseres Erachtens gut gethan, seine Bemer¬ kungen über die Entwicklung von der kapitalistischen zur sozialistischen Gesellschafts¬ ordnung hinsichtlich der Frage friedlich oder gewaltthätig etwas mehr im Sinne¬ des Vorworts zum „Kapital"" zu halten.","char-offset:192481","","","","","","","","","Kapital|Title Reference","","",""
"569faf80-bb4e-4227-9a2d-1e75d66cda2f","1896-97aCLEAN.txt","„Ohne Parteien keine Entwicklung, ohne Scheidung kein Fortschritt.“ (Aus dem Leitartikel der „Rheinischen Zeitung“, 1842. Nr. 179).","char-offset:248282","","","","","","","","","Non_Kapital","Rheinische Zeitung 1842","",""
"1cf8b22b-cc2b-4947-87fd-a44242b58a90","1896-97aCLEAN.txt","Erstens gehört der wahre Sozialismus, Struve: Zur Entwicklungsgeschichte des wissenschaftlichen Sozialismus. 69 von Heß, Grün und Anderen ganz der Geschichte an und wir brauchen deshalb","char-offset:248746","","","","","","","","","Manifest der Kommunistischen Partei|Concept Reference","Wahre Socialismus","",""
"ac9e741a-8dd9-46c0-b45e-6841c874dcf1","1896-97aCLEAN.txt","Zweitens hatten Marx und Engels einen ganz besonderen Rechtstitel auf scharfes, absprechendes Auftreten gegen den „wahren Sozialismus“: sie waren, selbst in gewissem Sinne „wahre Sozialisten“ gewesen.","char-offset:249553","","","","","","","","","Manifest der Kommunistischen Partei|Concept Reference","Wahre Socialismus","",""
"0c08c222-6b91-41bb-8c4a-498b28931e22","1896-97aCLEAN.txt","„Also weder Materialist, noch Idealist, noch Identitätsphilosoph ist Feuerbach. Nun, was denn? Er ist mit Gedanken, was er der That nach, im Geiste, was er im Fleische, im Wesen, was er in den Sinnett ist — Mensch; oder vielmehr, da Feuerbach nur in die Gemeinschaft das Wesen des Menschen versetzt: Gemeinmensch, Kommunist“","char-offset:251601","","","","","","","","","Non_Kapital","","",""
"760adf37-c514-4579-9192-5e8e7ef07cd2","1896-97aCLEAN.txt","Dieser Aufsatz ist zuerst anonym in der Wigandtschen Vierteljahrsschrift 1845 erschienen). Noch weiter geht Feuerbach in dieser Richtung in dem Aufsatz: „Die Naturwissenschaft und die Revolution""","char-offset:251944","","","","","","","","","Non_Kapital","","",""
"0354fa60-589b-45d1-a66d-0e7b3b8de52e","1896-97aCLEAN.txt","Deshalb — glaube ich - hat man oft die ersten Schriften Beider — und besonders Marx' —, die Aufsätze in den „Deutsch-französischen Jahrbüchern"" und die „Heilige Familie“ ohne Weiteres.","char-offset:253201","","","","","","","","","Non_Kapital|Title Reference","","",""
"661e7279-e09d-4d40-93a2-4b139e9dcb17","1896-97aCLEAN.txt",". Kampffmeyers Darstellung wird gar nicht dem, wirklichen geschichtlichen Entwicklungsgange der Ideen gerecht. Auf den Brief von Marx und Ruge aus dem Jahre 1843 (datirt Kreuznach, September 1843, also aus der Zeit vor dem Pariser Aufenthalt stammend, f. „Deutsch-französische ihrbücher"" S. 35—40) sich berufend, behauptet Kampffmeyer: „Schon 1843, hatte der kritische Geist von Karl Marx den utopistischen Sozialismus über¬ wunden.","char-offset:253721","","","","","","","","","Non_Kapital|Title Reference","","",""
"ac4c2274-c167-4006-af62-3e463dce0a0d","1896-97aCLEAN.txt","Erst in Paris ist Marx Sozialist geworden, erst hier und in Brüssel hat er die in der „Misére de la philosophie“ niedergelegten Kenntnisse erworben und die sozialistischer Literatur kritisch zum wissenschaftlichen Sozialismus verarbeitet.","char-offset:254900","","","","","","","","","Non_Kapital|Title Reference","","",""
"ea1cb636-5e12-4b48-b4e8-26339280f9ff","1896-97aCLEAN.txt","Dr. Wenckstern hat zu seinem Unglück die „Deutsch¬ französischen Jahrbücher"" und die „Heilige Famtlie“ gelesen; diese Lektüre hat¬ ihn zu allerhand Gegenüberstellungen verleitet, die — um seinen eigenen Ausdruck, zu gebrauchen — nur „ein müssiges"" und — fügen wir selbst hinzu — entsetzlich „Bemerkungen über die neueste preußische Zensurinstruktion von einem Rheinländer“, S. 56—88 von Band I der „Anekdota zur neuesten deutschen Philosophie und Publizistik"", herausgegeben von Arnold Ruge, Zürich und Winterthur 1843; darüber, daß dieser Aufsatz¬ Marx gehört, läßt sein Stil keine Zweifel zu. Uebrigens nennt Ruge in seinem Briefe, vom 3. September 1842 an Julius Fröbel, den Verleger der „Anekdota“, Marx als den Verfasser der Bemerkungen. S. Ruges Briefwechsel, Band I S. 279. * Ich bemerke noch, daß die nationalökonomischen Ausführungen Engels' aus dem Jahre 1844 („Umrisse"" in den Deutsch-französischen Jahrbüchern) und Marx aus dem Jahre 1845 („Heilige Familie"") noch stark utopistisch sind. Ueber die Unverständlichkeit von Heß klagt der „Pariser Korrespondent“ von Weit¬ ling (s. „Die Kommunisten in der Schweiz"", Zürich 1843, S. 83—84) und spottet Ruge (im oben zitirten ersten Briefe gegen den Kommunismus).","char-offset:259334","","","","","","","","","Non_Kapital|Title Reference","","",""
"74e97858-6648-4e81-a6d8-ae40602359dc","1896-97aCLEAN.txt","Er wird von Herrn Wenckstern mit dem „kapitalistischen Egoisten“ des „Kapitals“ in Parallele gestellt.","char-offset:261010","","","","","","","","","Kapital|Title Reference","","",""
"458c4bb1-28d3-4bb5-be07-f695718d8ae7","1896-97aCLEAN.txt","„Der wirkliche Gattungsmensch' von Marx ist das Gebilde eines über alle Maßen leichtsinnig konstruirenden Kopfes, ein Phantom auf dem Gebiete der Sittlichkeit, wie die abstrakt menschliche Arbeit auf dem Gebiete der Wirth¬ chaft“","char-offset:261264","","","","","","","","","Non_Kapital","","",""
"ee5f078f-64ff-4dcb-8928-18dd9c314a70","1896-97aCLEAN.txt","selbst nur eine aparte, von seinem Gegensatz, dem Privatwesen, entfernte Erscheinung des humanistischen Prinzips.“ „Und das ganze sozia¬ listische Prinzip ist wieder nur die eine Seite, welche die Realität des wahren¬ menschlichen Wesens betrifft","char-offset:262630","","","","","","","","","Non_Kapital","","",""
"109cfc36-8305-4b6b-9c4d-37a6f194f149","1896-97aCLEAN.txt","Christlich ist die politische Demokratie, indem in ihr der Mensch, nicht nur ein Meusch, sondern jeder Mensch, als souveränes, als höchstes Wesen gilt, aber der Mensch in seiner unkultivirten, unsozialen“ Erscheinung, der Mensch¬ in seiner zufälligen Existenz, der Mensch, wie er geht und steht, der Mensch, wie er durch die ganze Organisation unserer Gesellschaft verdorben, sich selbst¬ verloren veräußert, unter die Herrschaft unmenschlicher Verhältnisse und Elemente¬ gegeben ist, mit einem Worte, der Mensch, der noch kein wirkliches Gattungswesen","char-offset:262897","","","","","","","","","Non_Kapital","","",""
"77880b02-d5c0-4686-b2b2-335cca72b9bc","1896-97aCLEAN.txt","Erst wenn der wirk¬ liche individuelle Mensch den abstrakten Staatsbürger in sich zurücknimmt und als individueller Mensch in seinem empirischen Leben, in seiner individuellen Arbeit,","char-offset:263554","","","","","","","","","Non_Kapital","","",""
"cc500f1c-66ba-4ea2-b9ac-7426af676e6c","1896-97aCLEAN.txt","Die Veräußerung ist die Praxis der Entäußerung. Wie der Mensch, seo¬ lange er religiös befangen ist, sein Wesen nur zu vergegenständlichen weiß, indem er es zu einent freinden, phantastischen Wesen macht, so kann er sich unter der Herrschaft des egoistischen Bedürfnisses nur praktisch bethätigen, nur praktisch, Gegenstände erzeugen, indem er seine Produkte wie seine Thätigkeit unter die Herrschaft eines fremden Wesens stellt und ihnen die Bedeutung eines freinden Wesens — des Geldes — berleiht","char-offset:264464","","","","","","","","","Non_Kapital","","",""
"163de9f8-0854-4e3b-b998-e8cd557dc503","1896-97aCLEAN.txt","der reale Humanismus","char-offset:265549","","","","","","","","","Non_Kapital","","",""
"720ad5d3-76d5-4856-8c49-0c7ff93ab77c","1896-97aCLEAN.txt","Die Nationalökonomen machen ... bald austahmsweise — namentlich wenn sie einen speziellen Mißbrauch angreifen — den Schein des Mensch¬ lichen an den ökonomischen Verhältnissen geltend, bald aber und im Durch¬ schnitt fassen sie diese Verhältnisse gerade in ihren offen ausgesprochenen Unter¬ schiede vom Menschlichen, in ihrem strikt ökonomischen Sinne auf. In diesem Widerspruch taumeln sie bewußtlos umher. Proudhon nun hat dieser Bewußt¬ lostgkeit ein für allemal ein Ende gemacht. Er hat den menschlichen Schein¬ der nationalökonomischen Verhältnisse ernst genommen und ihrer unmensch¬ lichen Wirklichkeit schroff gegenübergestellt. Er hat sie gezwungen ... ihre wirkliche Unmenschlichkeit einzugestehen","char-offset:266081","","","","","","","","","Non_Kapital","","",""
"6f499f10-c8bc-47e2-b0b5-60cd66b88893","1896-97aCLEAN.txt","Die besitzende Klasse und die Klasse des Proletariats stellen dieselbe mensch¬ liche Selbstentfremdung dar. Aber die erste Klasse fühlt sich in dieser Selbst¬ entfremdung wohl und bethätigt, weiß die Entfremdung als ihre eigene Macht¬ und besitzt in ihr den Schein der menschlichen Existenz; die zweite fühlt sich in der Entfremdung vernichtet, erblickt in ihr ihre Ohumacht und die Wirklichkeit einer unmenschlichen Existenz. Sie ist, um einen Ausdruck von Hegel zu ge¬ branchen, in der Verworfenheit die Empörung über diese Verworfenheit, eine Empörung, zu der sie nothwendig durch den Widerspruch ihrer menschlichen Natur mit ihrer Lebeussituation, welche die offenherzige, entschiedene, umfassende Verneinung dieser Natur ist, getrieben wird","char-offset:266832","","","","","","","","","Non_Kapital","","",""
"3d0ca04f-8c02-4973-acf3-c0c8c2365880","1896-97aCLEAN.txt","Die Gleichheit ist das Bewußtsein des Menschen von sich selbst im Element der Praxis, d. h. also das Bewußtsein des Menschen von anderen Menschen, als dem ihm Gleichen und das Verhalten des Menschen zum anderen Menschen als dem ihm Gleichen. Die Gleichheit ist der französische Ausdruck¬ für die menschliche Wesenseinheit, für das Gattungsbewußtsein und Gattungsverhalten des Menschen, für die praktische Identität des Menschen mit dem Menschen, d. h. also für die gesellschaftliche oder menschliche Beziehung des Menschen zum Menschen","char-offset:268146","","","","","","","","","Non_Kapital","","",""
"2b10ed9d-c578-4ab2-aa8b-fa3b518d129c","1896-97aCLEAN.txt","Die Vorstellung des gleichen Besitzes' ist der nationalökonomische, alsor selbst noch entfremdete Ausdruck dafür, daß der Gegenstand als Sein für den Menschen, als gegenständliches Sein des Menschen, zugleich das Dasein des¬ Meuschen für den anderen Menschen, seine menschliche Beziehung, zum anderen Menschen, das gesellschaftliche Verhalten des Meuschen¬ Menschen ist","char-offset:268708","","","","","","","","","Non_Kapital","","",""
"5fc482ec-221c-41b6-8d5c-c541f889b5d6","1896-97aCLEAN.txt","Proudhon setzt in noch nationalökonomischer, darum widerspruchsvoller Weise den Menschen wieder in seine Rechte ein","char-offset:269108","","","","","","","","","Non_Kapital","","",""
