"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"0917eaca-da2b-417f-bfb2-1b681fd529cb","1897-98aCLEAN.txt","Als die Briefe über die Orientfrage verfaßt wurden, die Eleanor und Edward Aveling soeben auf den englischen Büchermarkt gebracht haben¬ und in Bälde auch dem deutschen Leser werden zugängig gemacht werde (der erste der Briefe ist in Heft 29, S. 58 ff., des 15. Jahrgangs der „Neuen Zeit“ veröffentlicht worden), war kaum ein Quinquennium ins Land gegangen, seit die Revolution von 1848 den Streichen ihrer Gegner erlegen war.","char-offset:747458","","","","","","","","","Non_Kapital","Discussion over Marx letter","",""
"d8f42814-e238-454c-b9ea-15fac3456694","1897-98aCLEAN.txt","„Dieser Krieg"" lesen wir auf Seite 536/37, „der zusammenfällt mit einer Geschäftskitsisis, von der man bis jetzt erst den Anfang gesehen, und der, während er europäischen Umfang annimmt, von Händen und Köpfen geführt wird, die der Aufgabe nicht gewachsen sind, wird und muß Ereignisse hervorrufen, welche die Klasse des Proletariats in Stand setzen werden, die in Frankreich in der Junischlacht 1848 verlorene Posttion wieder einzunehmen, und dies nicht nur soweit Frankreich in Frage kommt, sondern für ganz Mitteleuropa, England eingeschlossen.","char-offset:748825","","","","","","","","","Non_Kapital","","",""
"338ce1be-5558-4c66-90ca-2d38e70b8bdb","1897-98aCLEAN.txt","Wenn beispielsweise Marx im Briefe vom 29. Juli 1853 schreibt, daß der Sultan Konstantinopel nur für die Revolution in Verwahrung hält, so hat er, was immer er später über den Gegenstand geschrieben hat, hier nur die Konstellation im Auge, unter der ihm damals Europa erschien: hier Rußland als Haupt und Hort der europäischen Reaktion, und dort die nur auf den ersten günstigen Augenblick für eine neue Erhebung lauernde Revolution","char-offset:750982","","","","","","","","","Non_Kapital","Discussion of Marx letter","",""
"e40efea4-d7dd-4f2d-8357-ab42461829e0","1897-98aCLEAN.txt","„Dieses Monopol aber ist auf die Dauer unmöglich, und ihre Macht ist Ohnmacht geworden außer dafür, dem Fortschritt Hindernisse in den Weg zu legen. Thatsache ist, daß man sie los werden muß. Behaupten, daß man sie nicht los werden kann, ohne die Russen und Oesterreicher an ihre Stelle zu setzen, heißt so viel wie behaupten, daß die gegenwärtige politische Verfassung Europas ewig dauern wird. Wer aber wird das behaupten wollen?"" (S. 25/26.) Aus dem Schlußwort dieses, im April 1853 geschriebenen Briefes dürfen wir vor Allem Eines folgern, nämlich die volle Unbefangenheit des hier und in dem früher abgedruckten Briefe über die Türkei gefällten Urtheils.","char-offset:753884","","","","","","","","","Non_Kapital","Discussion of Marx letter","",""
"b4f31786-b63b-4940-8d69-2c17f083fbd8","1897-98aCLEAN.txt","Ein anderes Moment wirkte bald dahin, Marx Urquhart näher zu führen. In einer Note im „Herr Vogt“ (S. 58) deutet er es selbst an: es ist die gemeinsame Gegnerschaft gegen den damals in England tonangebenden Whigminister Pal¬ merston.","char-offset:756049","","","","","","","","","Non_Kapital|Allusion","Discussion of Marx note titled ""Herr Vogt""","",""
"8fe3d5db-f5c8-4d03-9792-27b02b437c6c","1897-98aCLEAN.txt","Eine bei¬ läufige Bemerkung im Vorwort verweist lediglich auf die seit 1855 in Europa vollzogenen Veränderungen und sagt weiter, daß bei all diesen Verfänderungen ein Faktor konstant und beharrlich geblieben sei: „Die annexionspolitik der russischen Regierung“ und daß „die russische Regirung, die heute nicht mehr völlig dasselbe bedeutet wie Rußland, ebenso wie in den fünfziger Jahren der größte Feind alles Fortschritts, das größt Bollwerk der Reaktion“ sei.","char-offset:758164","","","","","","","","","Non_Kapital","Not sure what is quoted, foreword from 1855","",""
"42fee796-d081-4f19-949d-61d32625de64","1897-98aCLEAN.txt","t. Aber man braucht beispielsweise nur Marx' Artikel vom 31. Dezember 1853 über den Rücktritt Palmerstons und seinen Brief vom 24. Januar 1854 über den Konflikt Palmerstons mit dem Prinz=Gemahl mit den in der Martinschen Biographie des Letzteren mitgetheilten Thatsachen zu ver¬ gleichen, um sich zu überzeugen, daß Marx, was übrigens kaum vermeidlich, hier durchaus auf falscher Fährte wa","char-offset:763055","","","","","","","","","Non_Kapital","Articles from Dec 1853 and Jan 1854","",""
"55a70761-3720-4f6a-bf85-1d491923dc77","1897-98aCLEAN.txt","Im Briefe vom 24. Januar 1854 macht er sich weidlich über die Idee lustig, daß bei der „völligen Ohnmacht, zu der das britische Königshaus von der britischen Oligarchie herabgedrückt worden ist“, Prinz Albert „auch nur einen einzigen Punkt gegen das Ministerium solle durchsetzen können“. Thatsächlich kann von Ohnmacht der Krone in England nur in dem sehr seltenen Falle die Rede sein, wo die Krone in einem Punkte von besonderer Wichtigkeit das geeinte Kabinet gegen sich hat; ein völlig einiges Kabinet ist aber in England noch seltener wie eine völlig gleichartige Parlamentsmehrheit. Sobald oder wo das Kabinet getheilt ist, ist der Einfluß der Krone ein ganz erheblicher. Palmerston hatte die Krone gegen sich und für sich nur die flaue Unterstützung eines Theiles seiner Kollegen","char-offset:766162","","","","","","","","","Non_Kapital","Marx letter ","",""
"e0a9c18f-682d-4871-bfc1-1cccf25568fd","1897-98aCLEAN.txt","Weil ich dies — im Einklang mit dem Kommunistischen manifest — für meine Pflicht hielt und dem zäsaristischen Polizeisozialismus der Herren Bismarck, Wagener, Schweitzer und Kompagnie entgegentrat, wurde ich 1865 aus Preußen aus¬ gewiesen; und ich war in der Partei einer der ersten, der bei Stichwahlen zwischen Oppositions= und Regierungskandidaten die Stimmabgabe für jene befürwortete.","char-offset:941145","","","","","","","","","Manifest der Kommunistischen Partei|Title Reference","","",""
"cbac3bb9-21bf-43c0-80d4-72bd5a403082","1897-98aCLEAN.txt","Diese Doktrin war von grausamer Einfachheit. Und sie entsprach voll¬ kommen den Bedürfnissen der entstehenden kapitalistischen Produktion und den rauhen Begriffen der „ursprünglichen Akkumulatoren“","char-offset:1082652","","","","","","","","","Kapital|Concept Reference","Ursprünglichen Akkumulation","",""
"eec110c2-b564-4ee9-a85a-84b9e2c801c7","1897-98aCLEAN.txt","„Man muß sich klar machen, worin eigentlich die Schwierigkeit der Be¬ handlung der Grundrente, vom Standpunkt der modernen Oekonomie, als des theoretischen Ausdrucks der kapitalistischen Produktionsweise besteht. Das ist selbst von einer großen Anzahl neuerer Schriftsteller immer noch nicht begriffen worden, wie jeder erneute Versuch, die Grundrente,nen' zu erklären, beweist. Die Neuheit de Diese besteht fast immer in dem Rückfall in längst überwundene Standpunkte.""","char-offset:1102757","","","","","","","","","Kapital Bd. III","p.315|(Band 3, MEGA 757)","",""
"41df4951-0b55-416d-afbd-fbf5274ef160","1897-98aCLEAN.txt","„die Schwierigkeit — sagt Marx an derselben Stelle — be¬ steht darin, nachzuweisen, woher nach Ausgleichung des Mehrwerths unter den verschiedenen Kapitalien zum Durchschnittsprofit, zu einem ihren verhältnißmäßigen Größen entsprechenden proportionellen Antheil an dem Gesammtmehrwerth, den das gesellschaftliche Kapital in allen Produktionssphären zusammen erzeugt hat, woher nach dieser Ausgleichung, nach der scheinbar bereits stattgehabten Ver¬ theilung des Mehrwerths, der überhaupt zu vertheilen ist, woher da noch der überschüssige Theil des Mehrwerths stammt, den das im Boden angelegte Kapital unter der Form der Grundrente an den Grundeigenthümer zahlt.""","char-offset:1104303","","","","","","","","","Kapital Bd. III","(MEGA 757)","",""
"4638a5f7-ab08-40a1-b049-9a0e28f18000","1897-98aCLEAN.txt","„nicht nur den Boden, sondern den verbesserten Boden das der Erde einverleibte Kapital, das ihn nichts gekostet hat“ (Marx, „Kapital“ III, 2. Theil, S. 159)","char-offset:1108904","","","","","","","","","Kapital Bd. III","p.159, (MEGA 608)","",""
"b1f9f9f7-6b20-4e10-8c74-4c786aed8d8d","1897-98aCLEAN.txt","Was aber den Landarbeiter anbetrifft, kon¬ statirt Marx (ibid. 167): „So oft die Umstände eine momentane Steigerung des Arbeitslohns der Ackerbautaglöhner erzwingen, erschallt auch das Geschrei der Pächter, daß eine Erhöhung des Arbeitslohns auf sein normales Niveau, wie es in anderen Industriezweigen gilt, unmöglich sei, und sie ruiniren müsse, ohne gleichzeitige Herabsetzung der Grundrente. Hierin ist also das Geständniß enthalten, daß unter dem Namen Grundrente ein Abzug am Arbeitslohn von den Pächtern gemacht und an den Grundeigenthümer gezahlt wird.“","char-offset:1109233","","","","","","","","","Kapital Bd. III","p.167, (MEGA 616)","",""
"244e3097-598a-4697-820d-eeb2347138ef","1897-98aCLEAN.txt","„Die Pächter schrieen nach Herabsetzung der Renten. Es gelang ihnen in einigen Fällen. Im Allgemeinen scheiterten sie mit dieser Forderung. Sie nahmen Zuflucht zur Herabsetzung der Produktionskosten, unter Anderem durch massenhafte Einführung des lokomobilen Dampfes und neuer Maschinerie, die zum Theil Pferde ersetzte und aus der Wirthschaft verdrängte, zum Teil aber auch durch Freisetzung von Ackerbautaglöhnern eine künstliche Ueberbevölkerung und daher neues Sinken des Lohnes hervorbrachte“ (ibid.).","char-offset:1110129","","","","","","","","","Kapital Bd. III","167, (MEGA 616) ","",""
"5828d2bf-b3f9-4848-8444-44777ff9a963","1897-98aCLEAN.txt","Die Werththeorie Karl Marx' schließt gerade diesen Begriff absolut aus, von ihrem Standpunkt ist er ein Unding, heller Blödsinn, und es gehört die ganze Leichtfertigkeit eines Bentano dazu, jenen Satz niederzuschreiben. Doch weiter.","char-offset:1113140","","","","","","","","","Allusion","Value Theory","",""
"d68ff0b1-e82c-4ea6-9057-f8389775b1e2","1897-98aCLEAN.txt","Marx lehrt, der Preis einer Waare wird gemessen an der zu ihrer Herstellung nothwendigen gesellschaftlichen Arbeit, Die Neue Zeit. 310 entano behauptet, Boden hat Werth, der ganz unabhängig von der Arbeit ist.","char-offset:1114699","","","","","","","","","Allusion","Value theory reference","",""
"fbe889a5-bfa4-459e-a8cd-613125b5b5fc","1897-98aCLEAN.txt","Und Marx? Nun, Max sagt mit einer Deutlichkeit, die selbst einem Professor genügen sollte: „Der Wasserfall, wie die Erde überhaupt, wir alle Naturkraft, hat keinen Werth, weil er keine in ihm vergegenständlichte Arbeit darstellt und daher auch keinen Preis, der normaliter nichts ist als der in Geld ausgedrückte Werth. Wo kein Werth ist, kann eo ipso auch nichts in Geld dargestellt werden. Dieser Preis ist nichts als die kapitalisirte Rente. Das Grundeigenthum befähigt den Eigen¬ thümer, die Differenz zwischen dem individuellen profit und dem Durchschnitts¬ profit abzufangen; der so abgefangene profit, der sich jährlich erneuert, kann Naturkraft selbst“ („Kapital“ III, kapitalisirt werden und erscheint dann als Preis de Theil II, S. 188).","char-offset:1115207","","","","","","","","","Kapital Bd. III","p.188 (MEGA 634) ","",""
"651efe8c-061c-48a0-801b-8690c21899a7","1897-98aCLEAN.txt","II. Der Bodenpreis kann steigen, weil die Rente wächst“ (ibid. 310).","char-offset:1116392","","","","","","","","","Kapital Bd. III","310, (MEGA 753)","",""
"2cac4648-66d8-4365-b5cc-59dda78ef2cd","1897-98aCLEAN.txt","Das ist ja eben der Fluch der Grundrente, sie legt die Produktion brach, aus welchen Gründen immer sie steigen mag, weil sie den Bodenpreis steige Schlagend sagt Marx: „Die Ausgabe von Geldkapital für Ankauf des Bodens ist keine Anlage von agrikolem Kapital. Sie ist pro tanto eine Verminderung des Kapitals, über das die Kleinbauern in ihrer Produktionssphäre selbst ver¬ stigen können. Sie vermindert pro tanto den Umfang ihrer Produktionsmittel und verengert daher die ökonomische Basis der Reproduktion. Sie unterwir den Kleinbauer dem Wucher, da in dieser sphäre überhaupt wenig eigentlicher Kredit vorkommt. Sie ist ein Hemmniß der Agrikultur, auch wo dieser Kauf bei großen Gutswirthschaften stattfindet. Sie widerspricht in der That der kapita¬ listischen Produktionsweise"" (ibid. 375).","char-offset:1119153","","","","","","","","","Kapital Bd. III","p.375 (MEGA 785)","",""
"353fd9c1-0dca-4059-a1d7-5f1fe52bbf67","1897-98aCLEAN.txt","Die heutige Lage läßt sich sehr gut mit den Worten Marx' darstellen: „Das kleine Grundeigenthum schafft eine außer¬ halb der Gesellschaft stehende Klasse von Barbaren, die alle Rohheit primitiver Gesellschaftsformen mit allen Qualen und aller Misère zivilisirter Länder ver¬ bindet; das große Grundeigenthum untergräbt die Arbeitskraft in der letzten Region, wohin sich ihre naturwüchsige Energie flüchtet, und wo sie als Reserve¬ fonds für die Erneuerung der Lebenskraft der Nationen sich aufspeichert, auf dem Lande selbst"" (ibid. 348).","char-offset:1122504","","","","","","","","","Kapital Bd. III","p.348 (MEGA 788)","",""
"c685d70c-8290-4bbf-a22a-2e1f336565b1","1897-98aCLEAN.txt","die Vermehrung der Zahl der Arbeitslosen, das Füllen der Reservearmee — alle diese aus der „Naturnothwendigkeit“ und „Naturgesetzlichkeit"" des kapitalistischen produktionsprozesses sich ergebenden sozialen Wirkungen spiegeln sich in dem An¬ wachsen der Stadt= und Landarmenzahl wieder;","char-offset:1137596","","","","","","","","","Kapital|Concept Reference","Reference to Industrial reserve army","",""
