sent_id,file,sent_index,text,page_number,section_type,line_number
Das_Kapital_MEGA_A2_B005-00_ETX.xml:23,Das_Kapital_MEGA_A2_B005-00_ETX.xml,23,Die Produktion des absoluten Mehrwerths 141    1) Arbeitsprozeß und Verwerthungsprozeß 141    2) Constantes Kapital und variables Kapital 165    3),9,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:24,Das_Kapital_MEGA_A2_B005-00_ETX.xml,24,Die Rate des Mehrwerths 178    4),9,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:25,Das_Kapital_MEGA_A2_B005-00_ETX.xml,25,Der Arbeitstag 198    5) Rate und Masse des Mehrwerths 281,9,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:26,Das_Kapital_MEGA_A2_B005-00_ETX.xml,26,Seite,10,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:27,Das_Kapital_MEGA_A2_B005-00_ETX.xml,27,Viertes Kapitel.,10,text,2
Das_Kapital_MEGA_A2_B005-00_ETX.xml:28,Das_Kapital_MEGA_A2_B005-00_ETX.xml,28,Die Produktion des relativen Mehrwerths 291    1) Begriff des relativen Mehrwerths 291    2) Cooperation 302    3) Theilung der Arbeit und Manufaktur 318    4) Maschinerie und große Industrie 355       Fünftes Kapitel.,10,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:29,Das_Kapital_MEGA_A2_B005-00_ETX.xml,29,Weitere Untersuchungen über die Produktion        des absoluten und relativen Mehrwerths 496    1) Absoluter und relativer Mehrwerth 496    2) Größenwechsel von Preis der Arbeitskraft und Mehrwerth,10,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:30,Das_Kapital_MEGA_A2_B005-00_ETX.xml,30,"505     A. Größe des Arbeitstags und Intensivität der Arbeit constant,           Produktivkraft der Arbeit variabel 506     B. Constanter Arbeitstag, constante Produktivkraft der Arbeit,           Intensivität der Arbeit variabel 510     C. Produktivkraft und Intensivität der Arbeit constant, Ar-           beitstag variabel 511     D.",10,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:31,Das_Kapital_MEGA_A2_B005-00_ETX.xml,31,"Gleichzeitige Variationen in Länge des Arbeitstags, Produk-           tivkraft und Intensivität der Arbeit 513    3)",10,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:32,Das_Kapital_MEGA_A2_B005-00_ETX.xml,32,"Verschiedene Formeln für die Rate des Mehrwerths 516    4) Werth, resp.",10,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:33,Das_Kapital_MEGA_A2_B005-00_ETX.xml,33,Preis der Arbeitskraft in der verwandelten Form      des Arbeitslohns 520          a),10,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:34,Das_Kapital_MEGA_A2_B005-00_ETX.xml,34,Die Formverwandlung 520          b),10,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:35,Das_Kapital_MEGA_A2_B005-00_ETX.xml,35,Die beiden Grundformen des Arbeitslohns: Zeitlohn und           Stücklohn 529    Sechstes Kapitel.,10,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:36,Das_Kapital_MEGA_A2_B005-00_ETX.xml,36,Der Accumulationsprozeß des Kapitals 551    1) Die kapitalistische Accumulation 552          a),10,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:37,Das_Kapital_MEGA_A2_B005-00_ETX.xml,37,Einfache Reproduktion,10,text,27
Das_Kapital_MEGA_A2_B005-00_ETX.xml:38,Das_Kapital_MEGA_A2_B005-00_ETX.xml,38,552          b) Verwandlung von Mehrwerth in Kapital 567          c),10,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:39,Das_Kapital_MEGA_A2_B005-00_ETX.xml,39,Das allgemeine Gesetz der kapitalistischen Accumulation 599    2),10,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:40,Das_Kapital_MEGA_A2_B005-00_ETX.xml,40,Die s. g. ursprüngliche Accumulation 699    3),10,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:41,Das_Kapital_MEGA_A2_B005-00_ETX.xml,41,"Die moderne Kolonisationstheorie 745    Nachtrag zu den Noten 757    Anhang zu Kapitel I, 1.",10,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:42,Das_Kapital_MEGA_A2_B005-00_ETX.xml,42,Die Werthform 764,10,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:43,Das_Kapital_MEGA_A2_B005-00_ETX.xml,43,Vorwort.,11,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:44,Das_Kapital_MEGA_A2_B005-00_ETX.xml,44,"Das Werk, dessen ersten Band ich dem Publikum übergebe, bildet die Fortsetzung meiner 1859 veröffentlichten Schrift: „Zur Kritik der poli- tischen Oekonomie “.",11,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:45,Das_Kapital_MEGA_A2_B005-00_ETX.xml,45,"Die lange Pause zwischen Anfang und Fortsetzung ist einer langjährigen Krankheit geschuldet, die meine Arbeit wieder und wieder unterbrach.",11,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:46,Das_Kapital_MEGA_A2_B005-00_ETX.xml,46,Der Inhalt jener früheren Schrift ist resümirt im ersten Kapitel dieses Bandes.,11,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:47,Das_Kapital_MEGA_A2_B005-00_ETX.xml,47,Es geschah dieß nicht nur des Zusammenhangs und der Voll- ständigkeit wegen.,11,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:48,Das_Kapital_MEGA_A2_B005-00_ETX.xml,48,Die Darstellung ist verbessert.,11,text,9
Das_Kapital_MEGA_A2_B005-00_ETX.xml:49,Das_Kapital_MEGA_A2_B005-00_ETX.xml,49,"Soweit es der Sachverhalt irgendwie erlaubte, sind viele früher nur angedeutete Punkte hier weiter entwickelt, während umgekehrt dort ausführlich Entwickeltes hier nur angedeutet wird.",11,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:50,Das_Kapital_MEGA_A2_B005-00_ETX.xml,50,Die Abschnitte über die Geschichte der Werth- und Geld- theorie  fallen jetzt natürlich ganz weg.,11,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:51,Das_Kapital_MEGA_A2_B005-00_ETX.xml,51,Jedoch findet der Leser der früheren Schrift in den Noten zum ersten Kapitel neue Quellen zur Geschichte jener Theorie eröffnet.,11,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:52,Das_Kapital_MEGA_A2_B005-00_ETX.xml,52,"Aller Anfang ist schwer, gilt in jeder Wissenschaft.",11,text,16
Das_Kapital_MEGA_A2_B005-00_ETX.xml:53,Das_Kapital_MEGA_A2_B005-00_ETX.xml,53,"Das Verständniß des  ersten Kapitels, namentlich des Abschnitts, der die Analyse der Waare enthält, wird daher die meiste Schwierigkeit machen.",11,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:54,Das_Kapital_MEGA_A2_B005-00_ETX.xml,54,"Was nun näher die  Analyse der Werthsubstanz und der Werthgröße betrifft, so habe ich   sie möglichst popularisirt  Werthform.",11,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:55,Das_Kapital_MEGA_A2_B005-00_ETX.xml,55,"Sie ist schwerverständlich, weil die Dialektik viel schärfer ist",11,text,21
Das_Kapital_MEGA_A2_B005-00_ETX.xml:56,Das_Kapital_MEGA_A2_B005-00_ETX.xml,56,1),11,footnote,22
Das_Kapital_MEGA_A2_B005-00_ETX.xml:57,Das_Kapital_MEGA_A2_B005-00_ETX.xml,57,"Es schien dieß um so nöthiger, als selbst der Abschnitt von F. Lassalle's Schrift gegen Schultze-Delitzsch, worin er „die geistige Quintessenz“ meiner Entwicklung über jene Themata zu geben erklärt, bedeutende Mißverständnisse enthält.",11,footnote,22
Das_Kapital_MEGA_A2_B005-00_ETX.xml:58,Das_Kapital_MEGA_A2_B005-00_ETX.xml,58,En passant.,11,footnote,22
Das_Kapital_MEGA_A2_B005-00_ETX.xml:59,Das_Kapital_MEGA_A2_B005-00_ETX.xml,59,"Wenn F. Lassalle die sämmtlichen allgemeinen theoretischen Sätze seiner ökonomischen Arbeiten, z. B. über den historischen Charakter des Kapitals, über den Zusammenhang zwischen Produktionsverhält- nissen und Produktionsweise u. s. w.",11,footnote,22
Das_Kapital_MEGA_A2_B005-00_ETX.xml:60,Das_Kapital_MEGA_A2_B005-00_ETX.xml,60,"u. s. w. fast wörtlich, bis auf die von mir geschaffene Terminologie hinab, aus meinen Schriften entlehnt hat, und zwar ohne Quellenangabe, so war dieß Verfahren wohl durch Propagandarücksichten bestimmt.",11,footnote,22
Das_Kapital_MEGA_A2_B005-00_ETX.xml:61,Das_Kapital_MEGA_A2_B005-00_ETX.xml,61,"Ich spreche natürlich nicht von seinen Detailausführungen und Nutzanwendungen, mit denen ich nichts zu thun habe.",11,footnote,22
Das_Kapital_MEGA_A2_B005-00_ETX.xml:62,Das_Kapital_MEGA_A2_B005-00_ETX.xml,62,als in der ersten Darstellung,12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:63,Das_Kapital_MEGA_A2_B005-00_ETX.xml,63,.,12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:64,Das_Kapital_MEGA_A2_B005-00_ETX.xml,64,"Ich rathe daher dem nicht durchaus in dia- lektisches Denken eingewohnten Leser, den Abschnitt von p. 15 (Zeile 19 von oben) bis Ende p. 34 ganz zu überschlagen, und statt dessen den dem Buch zugefügten Anhang: „Die Werthform“ zu lesen.",12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:65,Das_Kapital_MEGA_A2_B005-00_ETX.xml,65,"Dort wird versucht, die Sache so einfach und selbst so schulmeisterlich darzustellen, als ihre wissenschaftliche Fassung erlaubt.",12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:66,Das_Kapital_MEGA_A2_B005-00_ETX.xml,66,Nach Beendigung des Anhangs kann der Leser dann im Text wieder fortfahren mit p. 35.,12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:67,Das_Kapital_MEGA_A2_B005-00_ETX.xml,67,"Die Werthform, deren fertige Gestalt die Geldform, ist sehr inhaltslos und einfach.",12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:68,Das_Kapital_MEGA_A2_B005-00_ETX.xml,68,"Dennoch hat der Menschengeist sie seit mehr als 2000 Jahren ver- geblich zu ergründen gesucht, während andrerseits die Analyse viel inhalts- vollerer und komplicirterer Formen wenigstens annähernd gelang.",12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:69,Das_Kapital_MEGA_A2_B005-00_ETX.xml,69,Warum? Weil der ausgebildete Körper leichter zu studiren ist als die Körperzelle.,12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:70,Das_Kapital_MEGA_A2_B005-00_ETX.xml,70,"Bei der Analyse der ökonomischen Formen kann außerdem weder das Mikro- skop dienen, noch chemische Reagentien.",12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:71,Das_Kapital_MEGA_A2_B005-00_ETX.xml,71,Die Abstraktionskraft muß beide ersetzen.,12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:72,Das_Kapital_MEGA_A2_B005-00_ETX.xml,72,Für die bürgerliche Gesellschaft ist aber die Waarenform des Arbeitsprodukts oder die Werthform der Waare die ökonomische Zellen- form .,12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:73,Das_Kapital_MEGA_A2_B005-00_ETX.xml,73,Dem Ungebildeten scheint sich ihre Analyse in bloßen Spitzfindig- keiten  herumzutreiben.,12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:74,Das_Kapital_MEGA_A2_B005-00_ETX.xml,74,"Es handelt sich dabei   in der That um Spitz- findigkeiten,  aber nur so wie es sich in der mikrologischen Anatomie darum handelt.",12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:75,Das_Kapital_MEGA_A2_B005-00_ETX.xml,75,Mit Ausnahme des Abschnitts über die Werthform wird man daher dieß Buch nicht wegen Schwerverständlichkeit anklagen können.,12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:76,Das_Kapital_MEGA_A2_B005-00_ETX.xml,76,"Ich unterstelle natürlich Leser, die etwas Neues lernen, also auch selbst denken wollen.",12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:77,Das_Kapital_MEGA_A2_B005-00_ETX.xml,77,"Der Physiker beobachtet Naturprozesse entweder dort, wo sie in der prägnantesten Form und von störenden Einflüssen mindest getrübt er- scheinen, oder, wo möglich, macht er Experimente unter Bedingungen, welche den reinen Vorgang des Prozesses sichern.",12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:78,Das_Kapital_MEGA_A2_B005-00_ETX.xml,78,"Was ich in diesem Werk zu erforschen habe, ist die kapitalistische Produktionsweise und die ihr entsprechenden Produktions- und Verkehrsverhältnisse.",12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:79,Das_Kapital_MEGA_A2_B005-00_ETX.xml,79,Ihre klassische Stätte ist bis jetzt England.,12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:80,Das_Kapital_MEGA_A2_B005-00_ETX.xml,80,"Dieß der Grund, warum es zur Hauptillustration meiner theoretischen Entwicklung dient.",12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:81,Das_Kapital_MEGA_A2_B005-00_ETX.xml,81,"Sollte jedoch der deutsche Leser pharisäisch die Achseln zucken über die Zustände der englischen Industrie- und Ackerbauarbeiter, oder sich optimistisch dabei beruhigen, daß in Deutschland die Sachen noch lange nicht so schlimm stehn, so muß ich ihm zurufen:",12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:82,Das_Kapital_MEGA_A2_B005-00_ETX.xml,82,De te fabula narratur!,12,text,35
Das_Kapital_MEGA_A2_B005-00_ETX.xml:83,Das_Kapital_MEGA_A2_B005-00_ETX.xml,83,"An und für sich handelt es sich nicht um den höheren oder niedrigeren Entwicklungsgrad der gesellschaftlichen Antagonismen, welche aus den Naturgesetzen der kapitalistischen Produktion entspringen.",12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:84,Das_Kapital_MEGA_A2_B005-00_ETX.xml,84,"Es handelt sich um diese Gesetze selbst, um diese mit eherner Nothwendigkeit wirkenden und sich durchsetzenden Tendenzen.",12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:85,Das_Kapital_MEGA_A2_B005-00_ETX.xml,85,Das industriell entwickeltere Land zeigt dem minder entwickelten nur das Bild der eignen Zukunft!,12,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:86,Das_Kapital_MEGA_A2_B005-00_ETX.xml,86,Aber abgesehn hiervon.,13,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:87,Das_Kapital_MEGA_A2_B005-00_ETX.xml,87,"Wo die kapitalistische Produktion völlig bei uns eingebürgert ist, z. B. in den eigentlichen Fabriken, sind die Zustände viel schlechter  als in England, weil das Gegengewicht der Fabrikgesetze fehlt.",13,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:88,Das_Kapital_MEGA_A2_B005-00_ETX.xml,88,"In allen andren Sphären quält uns, gleich dem ganzen übrigen kontinentalen Westeuropa, nicht nur die Entwicklung der kapitalistischen Produktion, sondern auch der Mangel ihrer Entwicklung.",13,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:89,Das_Kapital_MEGA_A2_B005-00_ETX.xml,89,"Neben den modernen Nothständen drückt uns eine ganze Reihe vererbter Nothstände, ent- springend aus der Fortvegetation alterthümlicher,   überlebter Produk- tionsweisen mit ihrem Gefolg von zeitwidrigen gesellschaftlichen und poli- tischen Verhältnissen.",13,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:90,Das_Kapital_MEGA_A2_B005-00_ETX.xml,90,"Wir leiden nicht nur von den Lebenden, sondern auch von den Todten.",13,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:91,Das_Kapital_MEGA_A2_B005-00_ETX.xml,91,Le mort saisit le vif!,13,text,11
Das_Kapital_MEGA_A2_B005-00_ETX.xml:92,Das_Kapital_MEGA_A2_B005-00_ETX.xml,92,Im Vergleich zur englischen ist die sociale Statistik Deutschlands und des übrigen kontinentalen Westeuropa's elend.,13,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:93,Das_Kapital_MEGA_A2_B005-00_ETX.xml,93,"Dennoch lüftet sie den Schleier grade genug, um hinter demselben ein Medusenhaupt ahnen zu lassen.",13,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:94,Das_Kapital_MEGA_A2_B005-00_ETX.xml,94,"Wir würden vor unsren eignen Zuständen erschrecken, wenn unsre Regierungen und Parlamente, wie in England, periodische Untersuchungskommissionen über die ökonomischen Verhältnisse bestallten, wenn diese Kommissionen mit derselben Machtvollkommenheit, wie in England, zur Erforschung der Wahrheit ausgerüstet würden, wenn es gelänge, zu diesem Behuf ebenso sachverständige, unparteiische und rücksichtslose Männer zu finden, wie die Fabrikinspektoren Englands sind, seine ärztlichen Berichterstatter über „Public Health“ (Oeffentliche Gesundheit), seine Untersuchungskommis- säre über die Exploitation der Weiber und Kinder, über Wohnungs- und Nahrungszustände u. s. w. Perseus brauchte eine Nebelkappe zur Verfolgung von Ungeheuern.",13,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:95,Das_Kapital_MEGA_A2_B005-00_ETX.xml,95,"Wir ziehen die Nebelkappe tief über Aug' und Ohr, um die Existenz der Ungeheuer wegläugnen zu können.",13,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:96,Das_Kapital_MEGA_A2_B005-00_ETX.xml,96,Man muß sich nicht darüber täuschen.,13,text,27
Das_Kapital_MEGA_A2_B005-00_ETX.xml:97,Das_Kapital_MEGA_A2_B005-00_ETX.xml,97,"Wie der amerikanische Un- abhängigkeitskrieg des 18. Jahrhunderts die Sturmglocke für die europäische Mittelklasse läutete, so der amerikanische Bürgerkrieg des 19. Jahrhunderts für die europäische Arbeiterklasse.",13,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:98,Das_Kapital_MEGA_A2_B005-00_ETX.xml,98,In England ist der Umwälzungsprozeß mit Händen greifbar.,13,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:99,Das_Kapital_MEGA_A2_B005-00_ETX.xml,99,Auf einem gewissen Höhepunkt muß er auf den Kontinent rückschlagen.,13,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:100,Das_Kapital_MEGA_A2_B005-00_ETX.xml,100,"Dort wird er sich in brutaleren oder humaneren Formen bewegen, je nach dem Entwicklungsgrad der Arbeiterklasse selbst.",13,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:101,Das_Kapital_MEGA_A2_B005-00_ETX.xml,101,"Von höheren Motiven abgesehn, gebietet also den jetzt herrschenden Klas- sen ihr eigenstes Interesse die Wegräumung aller gesetzlich kontrolirbaren Hindernisse, welche die Entwicklung der Arbeiterklasse hemmen.",13,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:102,Das_Kapital_MEGA_A2_B005-00_ETX.xml,102,"Ich habe deßwegen u. a. der Geschichte, dem Inhalt und den Resultaten der englischen Fabrikgesetzgebung einen so ausführlichen Platz in die sem Bande ein- geräumt.",13,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:103,Das_Kapital_MEGA_A2_B005-00_ETX.xml,103,Eine Nation soll und kann von der anderen lernen.,13,text,39
Das_Kapital_MEGA_A2_B005-00_ETX.xml:104,Das_Kapital_MEGA_A2_B005-00_ETX.xml,104,"Auch wenn eine Gesellschaft dem Naturgesetz ihrer Bewegung auf die Spur gekommen ist, ‒ und es ist der letzte Endzweck dieses Werks das ökonomische Be-",13,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:105,Das_Kapital_MEGA_A2_B005-00_ETX.xml,105,"wegungsgesetz der modernen Gesellschaft zu enthüllen  ‒ kann sie na- turgemäße Entwicklungsphasen weder überspringen, noch wegdekretiren.",14,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:106,Das_Kapital_MEGA_A2_B005-00_ETX.xml,106,Aber sie kann die Geburtswehen abkürzen und mildern.,14,text,3
Das_Kapital_MEGA_A2_B005-00_ETX.xml:107,Das_Kapital_MEGA_A2_B005-00_ETX.xml,107,Zur Vermeidung möglicher Mißverständnisse ein Wort.,14,text,4
Das_Kapital_MEGA_A2_B005-00_ETX.xml:108,Das_Kapital_MEGA_A2_B005-00_ETX.xml,108,Die Gestalten von Kapitalist und Grundeigenthümer zeichne ich keineswegs in rosigem Licht.,14,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:109,Das_Kapital_MEGA_A2_B005-00_ETX.xml,109,"Aber es handelt sich hier um die Personen nur, soweit sie die Personifikation ökonomischer Kategorien sind, Träger von bestimmten Klassenverhält- nissen und Interessen .",14,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:110,Das_Kapital_MEGA_A2_B005-00_ETX.xml,110,"Weniger als jeder andre kann mein Standpunkt, der die Entwicklung der ökonomischen Gesellschaftsformation als einen na- turgeschichtlichen Prozeß  auffaßt, den Einzelnen verantwortlich machen für Verhältnisse, deren Geschöpf er social bleibt, so sehr er sich auch subjektiv über sie erheben mag.",14,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:111,Das_Kapital_MEGA_A2_B005-00_ETX.xml,111,"Auf dem Gebiet der politischen Oekonomie begegnet die freie wissen- schaftliche Forschung  nicht nur demselben Feinde, wie auf allen anderen Gebieten.",14,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:112,Das_Kapital_MEGA_A2_B005-00_ETX.xml,112,"Die eigenthümliche Natur des Stoffes, den sie behandelt, ruft wider sie die heftigsten, kleinlichsten und gehässigsten Leidenschaften der menschlichen Brust, die Furien des Privatinteresses, auf den Kampfplatz.",14,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:113,Das_Kapital_MEGA_A2_B005-00_ETX.xml,113,Die englische Hochkirche z. B. verzeiht eher den Angriff auf 38 von ihren 39 Glaubensartikeln als auf    1 39    ihres Geldeinkommens.,14,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:114,Das_Kapital_MEGA_A2_B005-00_ETX.xml,114,"Heutzutage ist der Atheismus selbst eine culpa levis, verglichen mit der Kritik überlieferter Eigenthumsverhältnisse.",14,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:115,Das_Kapital_MEGA_A2_B005-00_ETX.xml,115,Jedoch ist hier ein Fortschritt unverkennbar.,14,text,21
Das_Kapital_MEGA_A2_B005-00_ETX.xml:116,Das_Kapital_MEGA_A2_B005-00_ETX.xml,116,"Ich verweise z. B. auf das in den letzten Wochen veröffentliche Blaubuch: „Correspondence with Her Majesty's Missions Abroad, regarding Industrial Questions and Trade's Unions .“",14,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:117,Das_Kapital_MEGA_A2_B005-00_ETX.xml,117,"Die auswärtigen Vertreter der englischen Krone sprechen es hier mit dürren Worten aus, daß in Deutschland, Frank- reich, kurz allen Kulturstaaten des europäischen Kontinents, eine Umwand- lung der be stehenden Verhältnisse von Kapital und Arbeit ebenso fühlbar und ebenso unvermeidlich ist als in England.",14,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:118,Das_Kapital_MEGA_A2_B005-00_ETX.xml,118,"Gleichzeitig erklärte jenseits des atlantischen Oceans Herr Wade, Vicepräsident der Vereinigten Staaten von Nordamerika, in öffentlichen Meetings:",14,text,1
