dnz_sent_id,marx_sent_id,distance,rank,is_match,dnz_text,marx_text
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0002",p147:0018,1.0788037776947021,3,false,"37
Der Bozialismus und die gewerbliche Arbeit der
Jugend.","(S. Laing: National 
Distress etc. London 1844.)"
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0002",p147:0019,1.0919175148010254,4,false,"37
Der Bozialismus und die gewerbliche Arbeit der
Jugend.","“The great class, who have nothing to give for food but ordinary 
labour, are the great bulk of the people.” (James Mill in Art. „Colony.“ Supplement of the 
Encyclop."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0002",p147:0000,1.1045258045196533,5,false,"37
Der Bozialismus und die gewerbliche Arbeit der
Jugend.",werth hat als die einfache Arbeitskraft.
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0002",p147:0012,1.1057966947555542,6,false,"37
Der Bozialismus und die gewerbliche Arbeit der
Jugend.","Uebrigens muß man sich nicht einbilden, daß die sogenannte 
„skilled labour“ einen quantitativ bedeutenden Umfang in der Nationalarbeit einnimmt."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0002",p147:0014,1.1208640336990356,7,false,"37
Der Bozialismus und die gewerbliche Arbeit der
Jugend.","Nach Abzug einer Million von Aristokraten und 
einer andern Million Paupers, Vagabunden, Verbrecher, Prostituirte u. s. w. von den 18 Milli- 
onen der Bevölkerungszahl, zur Zeit seiner Schrift, bleiben 4 Millionen Mittelklasse mit Ein- 
schluß kleinerer Rentner, Beamten, Schriftsteller, Künstler, Schulmeister u. s. w."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0002",p402:0007,1.1350102424621582,8,false,"37
Der Bozialismus und die gewerbliche Arbeit der
Jugend.","„Da das alte, unregelmäßige System in den benachbarten 
Werken fortdauert, sind sie der Unbill ausgesetzt ihre Arbeitsjungen zur 
Fortsetzung der Arbeit anderswo nach 6 Uhr Abends verlockt (enticed) zu 
sehn."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0002",p25:0000,1.1535452604293823,9,false,"37
Der Bozialismus und die gewerbliche Arbeit der
Jugend.","oder menschliche Arbeit ohne weitern Schnörkel, Schneiderarbeit dagegen 
für   Verausgabung höher entwickelter Arbeitskraft."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0003",p147:0022,0.8503202795982361,0,false,"Probleme des Sozialismus, zweite Serie.",(„Outlines of Polit. Economy.
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0003",p402:0004,0.9505994319915771,1,false,"Probleme des Sozialismus, zweite Serie.","Es sind zwei Umstände, welche zuletzt den Ausschlag geben, erstens die 
stets neu wiederholte Erfahrung, daß das Kapital, sobald es der   Staats- 
kontrole nur auf einzelnen Punkten der gesellschaftlichen Peripherie an- 
heimfällt, sich um so maßloser auf den andern Punkten entschädigt 313), 
zweitens der Schrei der Kapitalisten selbst nach Gleichheit der Konkurrenz- 
bedingungen, d. h. gleichen Schranken der Arbeitsexploitation  314)."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0003",p147:0018,1.0726312398910522,2,false,"Probleme des Sozialismus, zweite Serie.","(S. Laing: National 
Distress etc. London 1844.)"
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0003",p395-396:0002,1.1227049827575684,3,false,"Probleme des Sozialismus, zweite Serie.","Zugleich 
zeigt dieser Zweig des Fabrikakts schlagend, wie die kapitalistische Pro- 
duktionsweise ihrem Wesen nach über einen gewissen Punkt hinaus jede 
rationelle Verbesserung ausschließt."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0003",p402:0005,1.1425517797470093,4,false,"Probleme des Sozialismus, zweite Serie.","Hören wir 
hierüber zwei Herzensstöße."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0003",p402:0010,1.196803331375122,5,false,"Probleme des Sozialismus, zweite Serie.","31st Oct. 1865“, p. 129.)"
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0003",p147:0014,1.2145124673843384,6,false,"Probleme des Sozialismus, zweite Serie.","Nach Abzug einer Million von Aristokraten und 
einer andern Million Paupers, Vagabunden, Verbrecher, Prostituirte u. s. w. von den 18 Milli- 
onen der Bevölkerungszahl, zur Zeit seiner Schrift, bleiben 4 Millionen Mittelklasse mit Ein- 
schluß kleinerer Rentner, Beamten, Schriftsteller, Künstler, Schulmeister u. s. w."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0003",p147:0023,1.221804141998291,7,false,"Probleme des Sozialismus, zweite Serie.","London 1832“, p.22, 23.)"
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0003",p402:0002,1.2292711734771729,8,false,"Probleme des Sozialismus, zweite Serie.","Ebenso leuchtet ein, 
daß die Zusammensetzung des kombinirten Arbeitspersonals aus Individuen 
beiderlei Geschlechts und der verschiedensten Altersstufen, obgleich in ihrer 
naturwüchsig brutalen, kapitalistischen Form, wo der Arbeiter für den Pro- 
duktionsprozeß, nicht der Produktionsprozeß für den Arbeiter da ist, Pest- 
quelle des Verderbs und der Sklaverei, unter entsprechenden Verhältnissen 
umgekehrt zur Quelle humaner Entwicklung umschlagen muß 312)."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0003",p395-396:0009,1.2342727184295654,9,false,"Probleme des Sozialismus, zweite Serie.","Sie erklären so in der That Schwindsucht und andre 
Lungenkrankheiten der Arbeit für eine Lebensbedingung des Kapitals."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0004",p402:0013,1.2723513841629028,0,false,Von Ed. Bernstein.,"315) „Child. Empl. Comm. V. Rep.“, p. X, n. 35."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0004",p402:0012,1.351956844329834,1,false,Von Ed. Bernstein.,314) Massenhafte Belege dazu in den „Rep. of Insp. of Fact.“
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0004",p147:0023,1.3524155616760254,2,false,Von Ed. Bernstein.,"London 1832“, p.22, 23.)"
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0004",p147:0018,1.3700954914093018,3,false,Von Ed. Bernstein.,"(S. Laing: National 
Distress etc. London 1844.)"
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0004",p402:0011,1.387937068939209,4,false,Von Ed. Bernstein.,"313) l. c. p. 27, 32."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0004",p25:0009,1.3886958360671997,5,false,Von Ed. Bernstein.,"Bildungselemente der Ge- 
brauchswerthe Rock und Leinwand sind Schneiderarbeit und Weberei eben 
durch ihre verschiednen Qualitäten, Substanz des Rockwerths und Lein- 
wandwerths sind sie nur, soweit von ihrer besondern Qualität abstrahirt wird 
und beide gleiche Qualität besitzen, die Qualität menschlicher Arbeit."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0004",p147:0020,1.4165295362472534,6,false,Von Ed. Bernstein.,Brit. 1824.)
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0004",p147:0022,1.4294242858886719,7,false,Von Ed. Bernstein.,(„Outlines of Polit. Economy.
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0004",p395-396:0004,1.4512083530426025,8,false,Von Ed. Bernstein.,Nun wohl!
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0004",p147:0001,1.4543178081512451,9,false,Von Ed. Bernstein.,"Ist der Werth dieser Kraft höher, 
so äußert sie sich aber auch in höherer Arbeit und vergegenständlicht sich 
   daher, in denselben Zeiträumen, in verhältnißmäßig höheren Werthen."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0005",p395-396:0010,0.8428868055343628,0,false,"Die Frage der Jugendarbeit — womit hier zusammenfassend die gewerb¬
liche Arbeit jugendlicher Personen der verschiedenen Altersklassen bezeichnet sein
soll — ist auf dem Züricher Kongreß für Arbeiterschutz dahin entschieden worden,
daß man für alle jungen Leute unter fünfzehn Jahren Verpflichtung zum Schul¬
besuch und Verbot jeder Erwerbsthätigkeit verlangte.","Armselig wie die Erziehungsklauseln des Fabrikakts im Ganzen
erscheinen, proklamirten sie den Elementarunterricht als Zwangsbedingung 
der Arbeit ."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0005",p147:0004,0.9520446062088013,1,false,"Die Frage der Jugendarbeit — womit hier zusammenfassend die gewerb¬
liche Arbeit jugendlicher Personen der verschiedenen Altersklassen bezeichnet sein
soll — ist auf dem Züricher Kongreß für Arbeiterschutz dahin entschieden worden,
daß man für alle jungen Leute unter fünfzehn Jahren Verpflichtung zum Schul¬
besuch und Verbot jeder Erwerbsthätigkeit verlangte.","Andrerseits muß in jedem Werthbildungsprozeß die höhere Arbeit
stets auf gesellschaftliche Durchschnittsarbeit reducirt werden, z. B. ein Tag 
höherer Arbeit auf x Tage einfacher Arbeit 19)."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0005",p147:0012,0.9785988926887512,2,false,"Die Frage der Jugendarbeit — womit hier zusammenfassend die gewerb¬
liche Arbeit jugendlicher Personen der verschiedenen Altersklassen bezeichnet sein
soll — ist auf dem Züricher Kongreß für Arbeiterschutz dahin entschieden worden,
daß man für alle jungen Leute unter fünfzehn Jahren Verpflichtung zum Schul¬
besuch und Verbot jeder Erwerbsthätigkeit verlangte.","Uebrigens muß man sich nicht einbilden, daß die sogenannte 
„skilled labour“ einen quantitativ bedeutenden Umfang in der Nationalarbeit einnimmt."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0005",p395-396:0019,1.0038208961486816,3,false,"Die Frage der Jugendarbeit — womit hier zusammenfassend die gewerb¬
liche Arbeit jugendlicher Personen der verschiedenen Altersklassen bezeichnet sein
soll — ist auf dem Züricher Kongreß für Arbeiterschutz dahin entschieden worden,
daß man für alle jungen Leute unter fünfzehn Jahren Verpflichtung zum Schul¬
besuch und Verbot jeder Erwerbsthätigkeit verlangte.","Aus dem Fabriksystem, wie man 
in Detail bei Robert Owen verfolgen kann, entsproß der Keim der Erziehung 
der Zukunft, welche für alle Kinder über einem gewissen Alter produktive 
Arbeit mit Unterricht und Gymnastik verbinden wird, nicht nur als eine 
Methode zur Steigerung der gesellschaftlichen Produktion, sondern als die 
einzige Methode zur Produktion vollseitig entwickelter Menschen."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0005",p402:0009,1.0246913433074951,4,false,"Die Frage der Jugendarbeit — womit hier zusammenfassend die gewerb¬
liche Arbeit jugendlicher Personen der verschiedenen Altersklassen bezeichnet sein
soll — ist auf dem Züricher Kongreß für Arbeiterschutz dahin entschieden worden,
daß man für alle jungen Leute unter fünfzehn Jahren Verpflichtung zum Schul¬
besuch und Verbot jeder Erwerbsthätigkeit verlangte.","Herr J. Simpson (Paper-Box Bag maker, London) 
erklärt den Kommissären der „Child. Empl. Comm.“: „Er wolle jede Petition   
  312) “Factory labour may be as pure and as excellent as domestic labour, and perhaps more so.” 
(„Reports of Insp. of Fact."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0005",p402:0002,1.079240083694458,5,false,"Die Frage der Jugendarbeit — womit hier zusammenfassend die gewerb¬
liche Arbeit jugendlicher Personen der verschiedenen Altersklassen bezeichnet sein
soll — ist auf dem Züricher Kongreß für Arbeiterschutz dahin entschieden worden,
daß man für alle jungen Leute unter fünfzehn Jahren Verpflichtung zum Schul¬
besuch und Verbot jeder Erwerbsthätigkeit verlangte.","Ebenso leuchtet ein, 
daß die Zusammensetzung des kombinirten Arbeitspersonals aus Individuen 
beiderlei Geschlechts und der verschiedensten Altersstufen, obgleich in ihrer 
naturwüchsig brutalen, kapitalistischen Form, wo der Arbeiter für den Pro- 
duktionsprozeß, nicht der Produktionsprozeß für den Arbeiter da ist, Pest- 
quelle des Verderbs und der Sklaverei, unter entsprechenden Verhältnissen 
umgekehrt zur Quelle humaner Entwicklung umschlagen muß 312)."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0005",p402:0007,1.113196849822998,6,false,"Die Frage der Jugendarbeit — womit hier zusammenfassend die gewerb¬
liche Arbeit jugendlicher Personen der verschiedenen Altersklassen bezeichnet sein
soll — ist auf dem Züricher Kongreß für Arbeiterschutz dahin entschieden worden,
daß man für alle jungen Leute unter fünfzehn Jahren Verpflichtung zum Schul¬
besuch und Verbot jeder Erwerbsthätigkeit verlangte.","„Da das alte, unregelmäßige System in den benachbarten 
Werken fortdauert, sind sie der Unbill ausgesetzt ihre Arbeitsjungen zur 
Fortsetzung der Arbeit anderswo nach 6 Uhr Abends verlockt (enticed) zu 
sehn."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0005",p25:0000,1.1234488487243652,7,false,"Die Frage der Jugendarbeit — womit hier zusammenfassend die gewerb¬
liche Arbeit jugendlicher Personen der verschiedenen Altersklassen bezeichnet sein
soll — ist auf dem Züricher Kongreß für Arbeiterschutz dahin entschieden worden,
daß man für alle jungen Leute unter fünfzehn Jahren Verpflichtung zum Schul¬
besuch und Verbot jeder Erwerbsthätigkeit verlangte.","oder menschliche Arbeit ohne weitern Schnörkel, Schneiderarbeit dagegen 
für   Verausgabung höher entwickelter Arbeitskraft."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0005",p395-396:0018,1.150763750076294,8,false,"Die Frage der Jugendarbeit — womit hier zusammenfassend die gewerb¬
liche Arbeit jugendlicher Personen der verschiedenen Altersklassen bezeichnet sein
soll — ist auf dem Züricher Kongreß für Arbeiterschutz dahin entschieden worden,
daß man für alle jungen Leute unter fünfzehn Jahren Verpflichtung zum Schul¬
besuch und Verbot jeder Erwerbsthätigkeit verlangte.","Er zeigt hier auch u. a. nach, wie 
der einseitige, unproduktive und verlängerte Schultag der Kinder der hö- 
heren und mittleren Klassen die Arbeit der Lehrer nutzlos vermehrt, 
„während er Zeit, Gesundheit und Energie der Kinder nicht nur fruchtlos, 
sondern absolut schädlich verwüstet“."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0005",p395-396:0015,1.1511049270629883,9,false,"Die Frage der Jugendarbeit — womit hier zusammenfassend die gewerb¬
liche Arbeit jugendlicher Personen der verschiedenen Altersklassen bezeichnet sein
soll — ist auf dem Züricher Kongreß für Arbeiterschutz dahin entschieden worden,
daß man für alle jungen Leute unter fünfzehn Jahren Verpflichtung zum Schul¬
besuch und Verbot jeder Erwerbsthätigkeit verlangte.","Das System halber Arbeit und 
halber Schule macht jede der beiden Beschäftigungen zur Ausruhung und 
Erholung von der andern und folglich viel angemeßner für das Kind als die 
ununterbrochne Fortdauer einer von beiden."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0006",p147:0004,0.839052677154541,0,false,"Daneben wurde für die
gewerbliche Arbeit von jungen Leuten zwischen fünfzehn und achtzehn Jahren
Beschränkung auf höchstens acht Stunden täglich, Verbot aller Sonntagsarbeit
und Gewährung der Zeit für den Besuch beruflicher und allgemeiner Fort¬
bildungsanstalten innerhalb der zugelassenen achtstündigen Arbeitszeit verlangt.","Andrerseits muß in jedem Werthbildungsprozeß die höhere Arbeit
stets auf gesellschaftliche Durchschnittsarbeit reducirt werden, z. B. ein Tag 
höherer Arbeit auf x Tage einfacher Arbeit 19)."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0006",p402:0007,0.9345391988754272,1,false,"Daneben wurde für die
gewerbliche Arbeit von jungen Leuten zwischen fünfzehn und achtzehn Jahren
Beschränkung auf höchstens acht Stunden täglich, Verbot aller Sonntagsarbeit
und Gewährung der Zeit für den Besuch beruflicher und allgemeiner Fort¬
bildungsanstalten innerhalb der zugelassenen achtstündigen Arbeitszeit verlangt.","„Da das alte, unregelmäßige System in den benachbarten 
Werken fortdauert, sind sie der Unbill ausgesetzt ihre Arbeitsjungen zur 
Fortsetzung der Arbeit anderswo nach 6 Uhr Abends verlockt (enticed) zu 
sehn."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0006",p395-396:0010,0.9570959210395813,2,false,"Daneben wurde für die
gewerbliche Arbeit von jungen Leuten zwischen fünfzehn und achtzehn Jahren
Beschränkung auf höchstens acht Stunden täglich, Verbot aller Sonntagsarbeit
und Gewährung der Zeit für den Besuch beruflicher und allgemeiner Fort¬
bildungsanstalten innerhalb der zugelassenen achtstündigen Arbeitszeit verlangt.","Armselig wie die Erziehungsklauseln des Fabrikakts im Ganzen
erscheinen, proklamirten sie den Elementarunterricht als Zwangsbedingung 
der Arbeit ."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0006",p395-396:0015,1.0472058057785034,3,false,"Daneben wurde für die
gewerbliche Arbeit von jungen Leuten zwischen fünfzehn und achtzehn Jahren
Beschränkung auf höchstens acht Stunden täglich, Verbot aller Sonntagsarbeit
und Gewährung der Zeit für den Besuch beruflicher und allgemeiner Fort¬
bildungsanstalten innerhalb der zugelassenen achtstündigen Arbeitszeit verlangt.","Das System halber Arbeit und 
halber Schule macht jede der beiden Beschäftigungen zur Ausruhung und 
Erholung von der andern und folglich viel angemeßner für das Kind als die 
ununterbrochne Fortdauer einer von beiden."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0006",p25:0001,1.085541009902954,4,false,"Daneben wurde für die
gewerbliche Arbeit von jungen Leuten zwischen fünfzehn und achtzehn Jahren
Beschränkung auf höchstens acht Stunden täglich, Verbot aller Sonntagsarbeit
und Gewährung der Zeit für den Besuch beruflicher und allgemeiner Fort¬
bildungsanstalten innerhalb der zugelassenen achtstündigen Arbeitszeit verlangt.","Während sich der 
Arbeitstag des Bauernknechts daher etwa im Werthausdruck von    1 2    W, stellt 
sich der Arbeitstag des Schneiders im Werthausdrucke von W dar 15)."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0006",p395-396:0018,1.1433429718017578,5,false,"Daneben wurde für die
gewerbliche Arbeit von jungen Leuten zwischen fünfzehn und achtzehn Jahren
Beschränkung auf höchstens acht Stunden täglich, Verbot aller Sonntagsarbeit
und Gewährung der Zeit für den Besuch beruflicher und allgemeiner Fort¬
bildungsanstalten innerhalb der zugelassenen achtstündigen Arbeitszeit verlangt.","Er zeigt hier auch u. a. nach, wie 
der einseitige, unproduktive und verlängerte Schultag der Kinder der hö- 
heren und mittleren Klassen die Arbeit der Lehrer nutzlos vermehrt, 
„während er Zeit, Gesundheit und Energie der Kinder nicht nur fruchtlos, 
sondern absolut schädlich verwüstet“."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0006",p25:0014,1.1625967025756836,6,false,"Daneben wurde für die
gewerbliche Arbeit von jungen Leuten zwischen fünfzehn und achtzehn Jahren
Beschränkung auf höchstens acht Stunden täglich, Verbot aller Sonntagsarbeit
und Gewährung der Zeit für den Besuch beruflicher und allgemeiner Fort¬
bildungsanstalten innerhalb der zugelassenen achtstündigen Arbeitszeit verlangt.","Der Leser muß aufmerken, daß hier nicht vom Lohn oder Werth die Rede ist, den der Arbeiter 
etwa für einen Arbeitstag erhält, sondern vom Waarenwerth, worin sich sein Arbeitstag ver- 
gegenständlicht."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0006",p402:0002,1.2101191282272339,7,false,"Daneben wurde für die
gewerbliche Arbeit von jungen Leuten zwischen fünfzehn und achtzehn Jahren
Beschränkung auf höchstens acht Stunden täglich, Verbot aller Sonntagsarbeit
und Gewährung der Zeit für den Besuch beruflicher und allgemeiner Fort¬
bildungsanstalten innerhalb der zugelassenen achtstündigen Arbeitszeit verlangt.","Ebenso leuchtet ein, 
daß die Zusammensetzung des kombinirten Arbeitspersonals aus Individuen 
beiderlei Geschlechts und der verschiedensten Altersstufen, obgleich in ihrer 
naturwüchsig brutalen, kapitalistischen Form, wo der Arbeiter für den Pro- 
duktionsprozeß, nicht der Produktionsprozeß für den Arbeiter da ist, Pest- 
quelle des Verderbs und der Sklaverei, unter entsprechenden Verhältnissen 
umgekehrt zur Quelle humaner Entwicklung umschlagen muß 312)."
